Programa de financiación;Título;Ce.gestor;Funcional;Económico;Fondo;Impte.mon.ent.CP;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción
2021/002020;ACCESO PEATONAL AL PARQUE FORESTAL DE FUENTE CARRANTONA. ACONDICIONAMIENTO (ID 18: 1430);001190;15321;61910;5;2.338,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;214;MORATALAZ
2021/002021;PAVIMENTO ACERAS DE DIVERSAS CALLES DEL DISTRITO DE MORATALAZ. MEJORA (ID 18: 2574);001190;15321;61910;5;30.943,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;214;MORATALAZ
2021/002022;SUPRESIÓN BARRERAS ARQUITECTÓNICAS EN EL DISTRITO DE RETIRO (ID 18: 2042);001190;15321;61910;5;275.300,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;203;RETIRO
2021/002027;ACERAS EN CALLES DEL DISTRITO DE TETUÁN. OBRAS DE ENSANCHAMIENTO (ID 18: 1000);001190;15321;61910;5;100.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;206;TETUAN
2021/002028;SEGURIDAD VIAL EN ESPACIOS PÚBLICOS DEL POBLADO DIRIGIDO DE ORCASITAS. OBRAS DE MEJORA (ID 18: 2238);001190;15321;61910;5;33.450,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;212;USERA
2021/002029; AVDA DE LOS ROSALES. AMPLIACIÓN ACERAS (ID 18: 121);001190;15321;61910;5;27.444,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;217;VILLAVERDE
2021/002033;PASOS DE CEBRA EN CALLE FERMÍN CABALLERO-PEÑAGRANDE. ADECUACIÓN INTEGRAL (ID 19: 10283);001190;15321;61910;5;14.400,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;208;FUENCARRAL-EL PARDO
2021/002034;VALDEBEBAS - PASO DE CEBRA PARA ACCESO AL CAMPO DE LAS NACIONES. ADAPTACIÓN (ID 19: 8614);001190;15321;61910;5;7.800,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;216;HORTALEZA
2021/002035;DIVERSAS CALLES DEL BARRIO DE ALUCHE. PAVIMENTACIÓN ACERAS Y CALZADAS (ID 19: 11186);001190;15321;61910;5;157.574,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;210;LATINA
2021/002041;CALLES DEL DISTRITO DE TETUAN. ADECUACIÓN DE ACERAS Y CALZADAS (ID 19: 10635);001190;15321;61910;5;107.546,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;206;TETUAN
2022/000281;ADECUACIÓN DE VIALES Y MEJORA DE LA ACCESIBILIDAD Y LA MOVILIDAD;001190;15321;61910;;5.000.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2022/000293;PLAN DE RENOVACIÓN DE PAVIMENTOS EN CALZADAS. VÍAS PÚBLICAS;001190;15321;61910;;18.000.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2022/000327;PLAN CAMINO ESCOLAR SEGURO. ADECUACIÓN VÍAS PÚBLICAS;001190;15321;61910;;3.000.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2022/000484;CARRIL BICI EN LA GRAN VÍA DE VILLAVERDE. OBRAS DE ADAPTACIÓN;001190;15321;61910;5;595.899,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;217;VILLAVERDE
2022/000485;GRAN VÍA DE VILLAVERDE. MEJORA ACCESIBILIDAD Y MOVILIDAD PEATONAL;001190;15321;61910;5;604.101,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;217;VILLAVERDE
2022/000486;C/ VILLALONSO, TRAMO ENTRE C/ARROYO BUENO Y AV. REAL DE PINTO. REGENERACIÓN URBANA INTEGRAL;001190;15321;61910;5;250.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;217;VILLAVERDE
2022/002018;ACERAS EN EL DISTRITO DE CIUDAD LINEAL. OBRAS DE MEJORA Y ADECUACIÓN (ID 20: 12854);001190;15321;61910;5;150.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;215;CIUDAD LINEAL
2022/002019;ACERAS DE LA CALLE BOCÁNGEL. OBRAS DE MEJORA Y ADECUACIÓN (ID 20: 12873);001190;15321;61910;5;150.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;204;SALAMANCA
2022/002020;ACERAS EN EL BARRIO DE VALDEZARZA-SACONIA. OBRAS DE AMPLIACIÓN (ID 20: 12986);001190;15321;61910;5;500.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;209;MONCLOA-ARAVACA
2022/002022;PASO DE CEBRA ENTRE C/JULIO CAMBA Y PLAZA DE TOROS DE LAS VENTAS. ADAPTACIÓN VIALES (ID 20: 13663);001190;15321;61910;5;100.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;204;SALAMANCA
2022/002024;AVENIDA 25 DE SEPTIEMBRE CON CALLE ALCALÁ ALCALÁ. REHABILITACIÓN ACERAS (ID 20: 14055);001190;15321;61910;5;150.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;220;SAN BLAS - CANILLEJAS
2022/002026;PASO PEATONES ELEVADO AV.DEMOCRACIA Y PARQUE DE VALDEBERNARDO.ADAPTACIÓN DE VIALES (ID 20: 14428);001190;15321;61910;5;120.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;219;VICALVARO
2022/002029;ACCESOS CARRIL BICI ZONA NORTE LAS ROSAS. ASFALTADO (ID 20: 14815);001190;15321;61910;5;80.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;220;SAN BLAS - CANILLEJAS
2022/002032;ACERAS DEL DISTRITO DE MORATALAZ. REPARACIÓN (ID 20: 15492);001190;15321;61910;5;732.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;214;MORATALAZ
2022/002034;GLORIETA DEL TANATORIO M-30. NUEVO PASO DE PEATONES Y AJARDINAMIENTO (ID 20: 15689);001190;15321;61910;5;144.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;215;CIUDAD LINEAL
2022/002038;PASO PEATONES ENTRADA COLEGIO ADOLFO SUÁREZ,C/INFANTA CATALINA MICAELA,31.ADAPTACIÓN (ID 20: 16657);001190;15321;61910;5;101.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;216;HORTALEZA
2022/002040;ALCORQUES EN ACERAS LEVANTADOS POR LAS RAICES DE LOS ÁRBOLES. ADECUACIÓN (ID 20:16923);001190;15321;61910;5;150.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2022/002041;ACERAS DEL BARRIO DEL PILAR, C/MONFORTE DE LEMOS. ADECUACIÓN (ID 20: 16023);001190;15321;61910;5;865.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;208;FUENCARRAL-EL PARDO
2022/002042;ACERAS EN EL BARRIO DE LA CONCEPCIÓN. PAVIMENTACIÓN Y MEJORA (ID 20: 13325);001190;15321;61910;5;1.050.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;215;CIUDAD LINEAL
2022/002043;ENTORNO CENTROS EDUCATIVOS DISTRITO DE USERA. CAMINOS ESCOLARES SEGUROS (ID 19: 16396);001190;15321;61910;5;750.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;212;USERA
2016/000724;PASARELA PEATONAL ACCESO CERCANÍAS SAN CRISTÓBAL DE LOS ÁNGELES DESDE Bº DE BUTARQUE;001190;15340;60911;5;1.294.554,00;07;INFRAESTRUCTURAS;04;CONSTRUCCIÓN PASARELAS PEATONALES;217;VILLAVERDE
2020/000291;CALLE EDUARDO BARREIROS. REURBANIZACIÓN;001190;15340;61904;;4.620.207,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;217;VILLAVERDE
2020/000292;CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN;001190;15340;61904;;32.783.051,00;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;202;ARGANZUELA
2020/000294;CALLE AYERBE. REMODELACIÓN URBANIZACIÓN;001190;15340;61904;;4.280.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;221;BARAJAS
2020/000564;PLAZAS ÁGATA Y MAYOR DISTRITO VILLAVERDE. OBRAS DE REMODELACIÓN;001190;15340;61904;;9.418,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;217;VILLAVERDE
2020/000566;PLAZA DE LA EMPERATRIZ DISTRITO CARABANCHEL. OBRAS DE REMODELACIÓN;001190;15340;61904;;9.418,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;211;CARABANCHEL
2020/000567;PLAZA DE LA VAGUADA DISTRITO FUENCARRAL-EL PARDO. OBRAS DE REMODELACIÓN;001190;15340;61904;;7.263,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;208;FUENCARRAL-EL PARDO
2020/000569;PLAZA DE LA REMONTA DISTRITO TETUÁN. OBRAS DE REMODELACIÓN;001190;15340;61904;;5.250.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;206;TETUAN
2021/000327;INTERSECCIONES C/ JOAQUÍN COSTA Y FRANCISCO SILVELA CON C/ LÓPEZ DE HOYOS. REURBANIZACIÓN;001190;15340;61904;;4.689.571,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;205;CHAMARTIN
2021/000329;PUERTA DEL SOL. OBRAS DE REMODELACIÓN;001190;15340;61904;;7.550.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;201;CENTRO
2021/000340;PASO INFERIOR BAJO LÍNEA FERROCARRIL POLÍGONO INDUSTRIAL VILLA DE VALLECAS. DESDOBLAMIENTO;001190;15340;61911;5;1.440.753,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;213;PUENTE DE VALLECAS
2021/000340;PASO INFERIOR BAJO LÍNEA FERROCARRIL POLÍGONO INDUSTRIAL VILLA DE VALLECAS. DESDOBLAMIENTO;001190;15340;61911;5;1.440.752,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;218;VILLA DE VALLECAS
2021/000473;CALLE ALCALÁ. TRAMO CEDACEROS - CIBELES. OBRAS DE REMODELACIÓN;001190;15340;61910;;2.970.856,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;201;CENTRO
2021/000474;AREA INTERMODAL EN LA PLAZA DE FELIPE II. CONSTRUCCIÓN;001190;15340;61904;;1.249.607,00;07;INFRAESTRUCTURAS;03;INTERCAMBIADORES DE TRANSPORTE;204;SALAMANCA
2021/000475;CALLE ORTEGA Y GASSET, TRAMO: Pº CASTELLANA -PRÍNCIPE DE VERGARA. REMODELACIÓN;001190;15340;61910;;2.877.255,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;204;SALAMANCA
2021/000502;ENTORNO PLAZA DE LOS MOSTENSES. REMODELACIÓN Y MEJORA MOVILIDAD;001190;15340;61904;;3.650.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;201;CENTRO
2021/001150;MUSEO DE ESCULTURAS AL AIRE LIBRE DEL PASEO DE LA CASTELLANA. ACCESIBILIDAD UNIVERSAL;001190;15340;61904;;445.557,00;10;CULTURA;02;MUSEOS Y COLECCIONES;204;SALAMANCA
2021/001150;MUSEO DE ESCULTURAS AL AIRE LIBRE DEL PASEO DE LA CASTELLANA. ACCESIBILIDAD UNIVERSAL;001190;15340;61904;;148.519,00;10;CULTURA;02;MUSEOS Y COLECCIONES;207;CHAMBERÍ
2021/001151;BARRIO DE LA JUSTICIA, C/ALMIRANTE, PRIM  Y OTRAS DEL DISTRITO CENTRO. REMODELACIÓN VIARIA;001190;15340;61904;;1.210.071,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;201;CENTRO
2022/000283;CARRETERA DE VALDECARROS. ADECUACIÓN DE VIALES;001190;15340;61910;;1.550.000,00;07;INFRAESTRUCTURAS;00;GRANDES VIALES;218;VILLA DE VALLECAS
2022/000284;PUENTE C/PEDRO BOSCH, BARRIO DE PACÍFICO. DEMOLICIÓN PARCIAL Y CONSTRUCCIÓN DE NUEVAS RAMPAS;001190;15340;61911;;10.741.000,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;203;RETIRO
2022/000285;PUENTE DE LA CALLE EDUARDO BARREIROS SOBRE LA M-40. DESDOBLAMIENTO;001190;15340;61911;;165.000,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;212;USERA
2022/000285;PUENTE DE LA CALLE EDUARDO BARREIROS SOBRE LA M-40. DESDOBLAMIENTO;001190;15340;61911;;935.000,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;217;VILLAVERDE
2022/000286;AVENIDA DEL GENERAL PERÓN. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN;001190;15340;61904;;5.802.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;206;TETUAN
2022/000287;CALLE FUENCARRAL. OBRAS DE PEATONALIZACIÓN;001190;15340;61904;;4.730.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;201;CENTRO
2022/000288;PLAZA DE JACINTO BENAVENTE. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN;001190;15340;61904;;575.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;201;CENTRO
2022/000289;EJE PEDRO BOSCH-DOCTOR ESQUERDO. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN;001190;15340;61904;;5.300.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;203;RETIRO
2022/000290;PUENTE DE VALLECAS. SUPRESIÓN, CONSTRUCCIÓN PASO INFERIOR Y URBANIZACIÓN SUPERFICIE RESULTANTE;001190;15340;61904;;775.000,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;203;RETIRO
2022/000290;PUENTE DE VALLECAS. SUPRESIÓN, CONSTRUCCIÓN PASO INFERIOR Y URBANIZACIÓN SUPERFICIE RESULTANTE;001190;15340;61904;;775.000,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;213;PUENTE DE VALLECAS
2022/000297;LATERAL DE LA AVENIDA DE LA ILUSTRACIÓN. OBRAS DE REURBANIZACIÓN;001190;15340;61904;;7.143.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;208;FUENCARRAL-EL PARDO
2022/000543;PASARELA SOBRE M-503 ACCESO CAMPO DE CAMPO POR PUERTA DEL FERROCARRIL. CONSTRUCCIÓN;001190;15340;60911;;100.000,00;07;INFRAESTRUCTURAS;04;CONSTRUCCIÓN PASARELAS PEATONALES;209;MONCLOA-ARAVACA
2022/000554;AV.CARDENAL HERRERA ORIA, 245-C/ ISLAS CIES. INSTALACIÓN DE ASCENSOR;001190;15340;60999;;50.000,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;208;FUENCARRAL-EL PARDO
2021/000470;TÚNELES DE LA CIUDAD. ACONDICIONAMIENTO DE INSTALACIONES Y DRENAJE;001190;16501;61911;;4.200.000,00;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;998;VARIOS DISTRITOS
2022/000329;PLAN DE MEJORA DE LA EFICIENCIA ENERGÉTICA DEL ALUMBRADO DE LA CIUDAD. IMPLANTACIÓN TECNOLOGÍA LED;001190;16501;60917;;6.000.000,00;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;998;VARIOS DISTRITOS
2016/000427;CENTRO CULTURAL EN VALDERRIVAS, C/ TITANIO. CONSTRUCCIÓN;001190;93301;62200;;5.039.801,00;10;CULTURA;03;CENTROS CULTURALES;219;VICALVARO
2016/000470;CENTRO DEPORTIVO C/COSTANILLA DESAMPARADOS, 15 C/V A C/FÚCAR, 6. CONSTRUCCIÓN;001190;93301;62200;;6.000.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;201;CENTRO
2016/000537;CENTRO JUVENIL ZOFIO. CONSTRUCCIÓN;001190;93301;62200;5;55.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;212;USERA
2017/000187;CENTRO DE MAYORES Y OTROS USOS POLIVALENTES C/ BRONCE. CONSTRUCCIÓN;001190;93301;62200;;3.519.524,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;202;ARGANZUELA
2017/000189;UNIDAD INTEGRAL POLICÍA DISTRITO RETIRO Y BASE DEL SAMUR. CONSTRUCCIÓN;001190;93301;62200;;1.418.815,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;203;RETIRO
2017/000317;BIBLIOTECA DE VILLAVERDE. CONSTRUCCIÓN;001190;93301;62200;5;3.771.692,00;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;217;VILLAVERDE
2017/000597;CENTRO DE SERVICIOS SOCIALES EN SAN BLAS, C/POBLADURA DEL VALLE, 13. CONSTRUCCIÓN;001190;93301;62200;5;186.164,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;220;SAN BLAS - CANILLEJAS
2018/000113;EDIFICIO EN C/ PRAT 59, C/V C/ APEADERO 1. (MARES DE MADRID). CONSTRUCCION;001190;93301;62200;5;108.630,00;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;219;VICALVARO
2018/001118;CENTRO MAYORES Y SERVICIOS SOCIALES C/CANAL DE PANAMÁ C/V.CANAL MOZAMBIQUE . CONSTRUCCIÓN;001190;93301;62200;;3.576.374,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;215;CIUDAD LINEAL
2018/005043;CASA DUQUESA DE SUECA. OBRAS RECONSTRUCCIÓN CUERPO ESTE;001190;93301;63200;;1.899.964,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;201;CENTRO
2018/008043;ROCÓDROMOS EN EL DEPORTIVO BÁSICO VALDEBEBAS. CONSTRUCCIÓN (ID 18: 2769);001190;93301;62200;5;957.061,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;216;HORTALEZA
2018/008294;ESCUELA INFANTIL EN CANILLEJAS. CONSTRUCCIÓN (ID 18: 539);001190;93301;62200;5;2.899.412,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;220;SAN BLAS - CANILLEJAS
2019/000092;BIBLIOTECA VILLA DE VALLECAS. CONSTRUCCION;001190;93301;62200;;300.000,00;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;218;VILLA DE VALLECAS
2019/000302;CENTRO DE SERVICIOS SOCIALES SAN DIEGO. AMPLIACIÓN;001190;93301;62200;;1.543.205,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;213;PUENTE DE VALLECAS
2019/000822;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL VILLA DE VALLECAS. CONSTRUCCIÓN;001190;93301;62200;;4.106.912,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;218;VILLA DE VALLECAS
2019/003801;CENTRO DEPORTIVO SAN BLAS. REFORMA PABELLÓN DE GIMNASIA Y EDIFICIO DE OFICINAS;001190;93301;63200;;2.282.640,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2020/000158;OBRAS DE CONSERVACION Y MANTENIMIENTO EN EDIFICIOS MUNICIPALES;001190;93301;63200;;992.570,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2020/000159;OBRAS DE SUBSANACIÓN DE PATOLOGÍAS EN EDIFICIOS MUNICIPALES;001190;93301;63200;;1.087.656,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2020/000252;CENTRO CULTURAL Y BIBLIOTECA EN MONTECARMELO. CONSTRUCCIÓN;001190;93301;62200;;2.221.445,00;10;CULTURA;03;CENTROS CULTURALES;208;FUENCARRAL-EL PARDO
2020/000253;CENTRO CULTURAL Y BIBLIOTECA EN LAS TABLAS. CONSTRUCCIÓN;001190;93301;62200;;3.036.014,00;10;CULTURA;03;CENTROS CULTURALES;208;FUENCARRAL-EL PARDO
2020/000260;EDIFICIO SEDE DEL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN;001190;93301;62200;;4.802.735,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;213;PUENTE DE VALLECAS
2020/000263;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL CIUDAD LINEAL. CONSTRUCCIÓN;001190;93301;62200;;2.729.310,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;215;CIUDAD LINEAL
2020/000264;ESCUELA INFANTIL EN EL CAÑAVERAL. CONSTRUCCIÓN;001190;93301;62200;5;3.466.940,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;219;VICALVARO
2020/000265;CENTRO CULTURAL BUENAVISTA. OBRAS DE REFORMA Y AMPLIACIÓN;001190;93301;63200;;3.627.781,00;10;CULTURA;03;CENTROS CULTURALES;204;SALAMANCA
2020/000297;BIBLIOTECA EN EL DISTRITO DE CARABANCHEL. CONSTRUCCIÓN;001190;93301;62200;5;200.000,00;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;211;CARABANCHEL
2020/000321;ESCUELA INFANTIL EN EL DISTRITO DE VILLA DE VALLECAS. CONSTRUCCIÓN;001190;93301;62200;5;3.418.211,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;218;VILLA DE VALLECAS
2020/000388;BASE SAMUR C/ AREQUIPA, 4. CONSTRUCCIÓN;001190;93301;62200;;986.596,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;216;HORTALEZA
2020/000426;UNIDAD INTEGRAL POLICÍA MUNICIPAL CARABANCHEL. AVDA. CARABANCHEL ALTO, 61. CONSTRUCCIÓN;001190;93301;62200;;4.004.320,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;211;CARABANCHEL
2020/000476;CENTRO CULTURAL C/ PASTORA IMPERIO, 4. CONSTRUCCIÓN;001190;93301;62200;;500.000,00;10;CULTURA;03;CENTROS CULTURALES;205;CHAMARTIN
2020/000477;BASE DEL SAMUR C/ REAL DE ARGANDA, 64, VILLA DE VALLECAS. CONSTRUCCIÓN;001190;93301;62200;;1.546.815,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;218;VILLA DE VALLECAS
2020/007068;NAVE PARA ALMACÉN DE BOMBEROS EN LA ATALAYUELA. CONSTRUCCIÓN;001190;93301;62200;;500.000,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;218;VILLA DE VALLECAS
2020/007069;BASE DEL SAMUR EN CIUDAD LINEAL, C/ PELOPONESO, 9. CONSTRUCCIÓN;001190;93301;62200;;509.916,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;215;CIUDAD LINEAL
2020/007070;BASE SAMUR PUENTE VALLECAS, AVENIDA BUENOS AIRES, 17. CONSTRUCCIÓN;001190;93301;62200;;654.935,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;213;PUENTE DE VALLECAS
2020/007071;UNIDAD INTEGRAL POLICÍA MUNICIPAL PUENTE VALLECAS, AVDA. BUENOS AIRES, 17. CONSTRUCCIÓN;001190;93301;62200;;3.639.274,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;213;PUENTE DE VALLECAS
2021/000082;ESCUELA INFANTIL EN EL PASEO DE LA DIRECCIÓN. CONSTRUCCIÓN;001190;93301;62200;;300.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;206;TETUAN
2021/000338;EDIFICIO A1 C/ARCOS JALÓN, 34. REHABILITACIÓN PARA CENTRO TECNOLOGÍAS INNOVACIÓN Y COMUNICACIÓN;001190;93301;63200;5;1.739.549,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;220;SAN BLAS - CANILLEJAS
2021/000370;CASA DEL RELOJ QUINTA DE LOS MOLINOS. ADECUACIÓN OBSERVATORIO PATRIMONIO CULTURAL;001190;93301;63200;5;890.059,00;10;CULTURA;03;CENTROS CULTURALES;220;SAN BLAS - CANILLEJAS
2021/000387;CENTRO DE MAYORES MIRASIERRA. CONSTRUCCIÓN;001190;93301;62200;;3.896.871,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;208;FUENCARRAL-EL PARDO
2021/000388;CENTRO CULTURAL VALDEBEBAS. CONSTRUCCIÓN;001190;93301;62200;;180.000,00;10;CULTURA;03;CENTROS CULTURALES;216;HORTALEZA
2021/000390;CASA DE FAMILIA VILLA DE VALLECAS. CONSTRUCCIÓN;001190;93301;62200;;180.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;218;VILLA DE VALLECAS
2021/000404;ANTIGUO MERCADO DE LEGAZPI. SUBSANACIÓN DE PATOLOGÍAS;001190;93301;63200;;1.455.760,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;202;ARGANZUELA
2021/000423;CENTRO DE MAYORES C/ TELLEZ. CONSTRUCCION;001190;93301;62200;;180.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;203;RETIRO
2021/000442;EDIFICIO C/ DOCTOR ESQUERDO, 138. OBRAS DE REFORMA;001190;93301;63200;;4.423.869,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;203;RETIRO
