Programa de financiación;Título;Ce.gestor;Funcional;Económico;Impte.mon.ent.CP;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción
2020/000073;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE LATINA;1210;34201;63200;100.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;210;LATINA
2020/000088;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE LATINA;1210;93302;63200;100.000,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;210;LATINA
2020/000013;CENTRO DEPORTIVO LA MINA. OBRAS DE MEJORA;1211;34201;63200;280.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;211;CARABANCHEL
2020/000031;OBRAS DE CONSERVACIÓN DE EDIFICIOS DEL DISTRITO DE CARABANCHEL;1211;93302;63200;644.000,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;211;CARABANCHEL
2020/000096;EQUIPAMIENTO AUDIOVISUAL CENTROS CULTURALES DISTRITO USERA;1212;33401;62599;6.011,00;10;CULTURA;3;CENTROS CULTURALES;212;USERA
2020/000096;EQUIPAMIENTO AUDIOVISUAL CENTROS CULTURALES DISTRITO USERA;1212;33401;63599;100.000,00;10;CULTURA;3;CENTROS CULTURALES;212;USERA
2020/000100;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO USERA;1212;34201;62300;6.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;212;USERA
2020/000100;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO USERA;1212;34201;62500;2.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;212;USERA
2020/000100;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO USERA;1212;34201;62599;6.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;212;USERA
2020/000100;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO USERA;1212;34201;63500;6.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;212;USERA
2020/000100;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO USERA;1212;34201;63599;6.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;212;USERA
2020/000308;PLAZA DE LA ASOCIACIÓN, MESETA DE ORCASITAS. MEJORA DE LAS INSTALACIONES;1212;17102;60999;35.000,00;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;212;USERA
2020/000309;PLAZA DEL PUEBLO , ORCASUR. MEJORA DE LAS INSTALACIONES;1212;17102;60999;10.000,00;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;212;USERA
2019/000539;DEPORTIVO BÁSICO FRONTÓN SAN FERMÍN. INSTALACIÓN CUBIERTA;1212;34201;61999;48.399,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2;PISTAS DEPORTIVAS ELEMENTALES;212;USERA
2019/000575;DEPORTIVO BÁSICO FRONTÓN ZOFÍO. OBRAS DE ACONDICIONAMIENTO;1212;34201;61999;49.400,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2;PISTAS DEPORTIVAS ELEMENTALES;212;USERA
2020/000315;CENTRO DEPORTIVO MUNICIPAL DE ORCASITAS. OBRAS DE REFORMA;1212;34201;61999;109.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;212;USERA
2020/000187;EQUIPAMIENTO CENTROS DE SERVICIOS SOCIALES DISTRITO PUENTE DE VALLECAS;1213;23103;62500;2.500,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;213;PUENTE DE VALLECAS
2020/000187;EQUIPAMIENTO CENTROS DE SERVICIOS SOCIALES DISTRITO PUENTE DE VALLECAS;1213;23103;62599;2.500,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;213;PUENTE DE VALLECAS
2020/000179;SERVICIOS SALUBRIDAD PÚBLICA DISTRITO PUENTE DE VALLECAS. ÚTILES Y HERRAMIENTAS;1213;31101;62302;500;4;SALUD PÚBLICA;2;HIGIENE;213;PUENTE DE VALLECAS
2020/000182;EQUIPAMIENTO CENTROS CULTURALES DISTRITO PUENTE DE VALLECAS;1213;33401;63500;2.500,00;10;CULTURA;3;CENTROS CULTURALES;213;PUENTE DE VALLECAS
2020/000182;EQUIPAMIENTO CENTROS CULTURALES DISTRITO PUENTE DE VALLECAS;1213;33401;63599;2.500,00;10;CULTURA;3;CENTROS CULTURALES;213;PUENTE DE VALLECAS
2020/000203;EQUIPAMIENTO CENTROS DEPORTIVOS MUNICIPALES DISTRITO PUENTE DE VALLECAS;1213;34201;62500;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2020/000203;EQUIPAMIENTO CENTROS DEPORTIVOS MUNICIPALES DISTRITO PUENTE DE VALLECAS;1213;34201;62599;10.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2020/000203;EQUIPAMIENTO CENTROS DEPORTIVOS MUNICIPALES DISTRITO PUENTE DE VALLECAS;1213;34201;63500;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2020/000203;EQUIPAMIENTO CENTROS DEPORTIVOS MUNICIPALES DISTRITO PUENTE DE VALLECAS;1213;34201;63599;2.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2019/000433;DEPORTIVO BÁSICO RAMÓN PÉREZ DE AYALA. CERRAMIENTO, TECHADO Y OTRAS;1213;34201;63200;276.988,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2;PISTAS DEPORTIVAS ELEMENTALES;213;PUENTE DE VALLECAS
2020/000156;EQUIPAMIENTO CENTRO CULTURAL EL TORITO;1214;33401;62300;2.000,00;10;CULTURA;3;CENTROS CULTURALES;214;MORATALAZ
2020/000156;EQUIPAMIENTO CENTRO CULTURAL EL TORITO;1214;33401;62600;1.500,00;10;CULTURA;3;CENTROS CULTURALES;214;MORATALAZ
2020/000157;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO MORATALAZ;1214;92001;62500;10.000,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;214;MORATALAZ
2020/000101;ACTUACIONES EN LA VÍA PÚBLICA DISTRITO CIUDAD LINEAL;1215;15322;61999;15.521,00;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;215;CIUDAD LINEAL
2020/000089;EQUIPAMIENTO CENTROS DE MAYORES DISTRITO CIUDAD LINEAL;1215;23103;62300;1.500,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;215;CIUDAD LINEAL
2020/000089;EQUIPAMIENTO CENTROS DE MAYORES DISTRITO CIUDAD LINEAL;1215;23103;63599;25.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;215;CIUDAD LINEAL
2020/000052;EQUIPAMIENTO CENTROS INTEGRADOS DE EMERGENCIA SOCIAL DISTRITO CIUDAD LINEAL;1215;23106;62599;5.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;8;SAMUR - SOCIAL;215;CIUDAD LINEAL
2020/000091;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE CIUDAD LINEAL;1215;32301;63200;80.000,00;5;EDUCACIÓN;0;COLEGIOS;215;CIUDAD LINEAL
2020/000210;CENTRO MUSICAL JOAQUÍN TURINA, C/DALIA, 4. ADQUISICIÓN MOBILIARIO Y ENSERES;1215;32601;62599;160.000,00;5;EDUCACIÓN;3;ESCUELAS DE MÚSICA;215;CIUDAD LINEAL
2020/000094;PLACAS CONMEMORATIVAS DISTRITO CIUDAD LINEAL. INSTALACIÓN;1215;33401;60999;1.500,00;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;215;CIUDAD LINEAL
2020/000036;EQUIPAMIENTO CENTROS CULTURALES DISTRITO DE CIUDAD LINEAL;1215;33401;62599;20.000,00;10;CULTURA;3;CENTROS CULTURALES;215;CIUDAD LINEAL
2019/009236;ZONA DEPORTIVA ENTRE C/GANDHI Y LARGO CABALLERO. CONSTRUCCIÓN (ID: 10088);1215;34201;60999;70.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2;PISTAS DEPORTIVAS ELEMENTALES;215;CIUDAD LINEAL
2020/000041;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO CIUDAD LINEAL;1215;34201;62300;10.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;215;CIUDAD LINEAL
2020/000041;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO CIUDAD LINEAL;1215;34201;62500;10.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;215;CIUDAD LINEAL
2020/000041;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO CIUDAD LINEAL;1215;34201;62599;10.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;215;CIUDAD LINEAL
2020/000049;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE CIUDAD LINEAL;1215;92001;62500;5.000,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;215;CIUDAD LINEAL
2020/000049;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE CIUDAD LINEAL;1215;92001;62599;3.000,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;215;CIUDAD LINEAL
2020/000306;ÁREA DE MAYORES EN ZONA VERDE C/ASCAO C/V C/JOSÉ ARCONES GIL. ADECUACIÓN;1215;17102;61921;57.100,00;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;215;CIUDAD LINEAL
2018/008027;AREAS DE COMPOSTAJE COMUNITARIO DISTRITO DE HORTALEZA. CONSTRUCCIÓN (ID: 1037);1216;17102;61913;21.000,00;9;MEDIO AMBIENTE;7;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;216;HORTALEZA
2020/000277;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE HORTALEZA;1216;32301;63200;123.500,00;5;EDUCACIÓN;0;COLEGIOS;216;HORTALEZA
2020/000283;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE HORTALEZA;1216;34201;63200;123.500,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;216;HORTALEZA
2020/000285;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE HORTALEZA;1216;93302;63200;123.500,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;216;HORTALEZA
2018/008029;DEPORTIVO BÁSICO ÁMBITO APE 17.02 PARQUE CENTRAL DE INGENIEROS. CONSTRUCCIÓN (ID: 1040);1217;34201;60999;129.839,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2;PISTAS DEPORTIVAS ELEMENTALES;217;VILLAVERDE
2020/000080;EDIFICIO NAVAS DE TOLOSA. CONSTRUCCIÓN CENTRO CULTURAL Y DE MAYORES;1217;93302;62200;100.000,00;10;CULTURA;3;CENTROS CULTURALES;217;VILLAVERDE
2019/000512;ZONA VERDE PLAZA SAN AGAPITO. OBRAS DE MEJORA;1217;17102;61921;160.000,00;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;217;VILLAVERDE
2020/000023;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE VILLA DE VALLECAS;1218;32301;63200;115.000,00;5;EDUCACIÓN;0;COLEGIOS;218;VILLA DE VALLECAS
2019/009246;DEPORTIVO BÁSICO PEÑARANDA DE BRACAMONTE. CUBRICIÓN PISTA BALONCESTO (ID: 8669);1218;34201;60999;96.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2;PISTAS DEPORTIVAS ELEMENTALES;218;VILLA DE VALLECAS
2019/009248;PISTAS MINI DEPORTIVAS STELA MARIS. CONSTRUCCIÓN (ID: 8669);1218;34201;60999;21.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2;PISTAS DEPORTIVAS ELEMENTALES;218;VILLA DE VALLECAS
2020/000025;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE VILLA DE VALLECAS;1218;34201;63200;115.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;218;VILLA DE VALLECAS
2020/000026;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE VILLA DE VALLECAS;1218;93302;63200;70.000,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;218;VILLA DE VALLECAS
2019/000430;SOLAR ENTORNO MERCADO VILLA DE VALLECAS. ACONDICIONAMIENTO PARA APARCAMIENTO;1218;15322;61000;116.000,00;7;INFRAESTRUCTURAS;2;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;218;VILLA DE VALLECAS
2019/000478;DEPORTIVO BÁSICO PARQUE REAL DE ARGANDA. INSTALACIÓN CIRCUITO SKATEPARK;1218;34201;60999;60.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2;PISTAS DEPORTIVAS ELEMENTALES;218;VILLA DE VALLECAS
2020/000126;CONSERVACIÓN Y REFORMA VÍAS PÚBLICAS DEL DISTRITO DE VICÁLVARO;1219;15322;61910;160.000,00;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;219;VICALVARO
2020/000120;EQUIPAMIENTO CENTROS DE MAYORES DISTRITO VICÁLVARO;1219;23103;62599;100;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;219;VICALVARO
2020/000120;EQUIPAMIENTO CENTROS DE MAYORES DISTRITO VICÁLVARO;1219;23103;63599;100;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;219;VICALVARO
2020/000121;EQUIPAMIENTO CENTROS SERVICIOS SOCIALES DISTRITO VICÁLVARO;1219;23106;62599;100;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;219;VICALVARO
2020/000095;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE VICÁLVARO;1219;32301;63200;90.000,00;5;EDUCACIÓN;0;COLEGIOS;219;VICALVARO
2020/000141;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE VICÁLVARO;1219;34201;62599;100;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;219;VICALVARO
2020/000139;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE VICÁLVARO;1219;34201;63200;10.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;219;VICALVARO
2020/000076;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE VICALVARO;1219;92001;62500;100;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;219;VICALVARO
2020/000063;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE VICÁLVARO;1219;93302;63200;80.000,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;219;VICALVARO
2020/000228;EQUIPAMIENTO SERVICIOS VÍAS PÚBLICAS DEL DISTRITO SAN BLAS-CANILLEJAS;1220;15322;62302;100;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;220;SAN BLAS - CANILLEJAS
2020/000228;EQUIPAMIENTO SERVICIOS VÍAS PÚBLICAS DEL DISTRITO SAN BLAS-CANILLEJAS;1220;15322;62599;100;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;220;SAN BLAS - CANILLEJAS
2020/000142;CENTROS DE DÍA DE MENORES DEL DISTRITO SAN BLAS-CANILLEJAS. MOBILIARIO;1220;23102;62500;1.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;3;INFANCIA Y FAMILIA;220;SAN BLAS - CANILLEJAS
2020/000142;CENTROS DE DÍA DE MENORES DEL DISTRITO SAN BLAS-CANILLEJAS. MOBILIARIO;1220;23102;63500;2.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;3;INFANCIA Y FAMILIA;220;SAN BLAS - CANILLEJAS
2020/000188;CENTROS DE MAYORES DEL DISTRITO SAN BLAS-CANILLEJAS. MOBILIARIO;1220;23103;62500;15.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;220;SAN BLAS - CANILLEJAS
2020/000188;CENTROS DE MAYORES DEL DISTRITO SAN BLAS-CANILLEJAS. MOBILIARIO;1220;23103;63500;8.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;220;SAN BLAS - CANILLEJAS
2020/000196;EQUIPAMIENTO CENTROS DE SERVICIOS SOCIALES DEL DISTRITO SAN BLAS-CANILLEJAS;1220;23106;62599;8.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;220;SAN BLAS - CANILLEJAS
2020/000196;EQUIPAMIENTO CENTROS DE SERVICIOS SOCIALES DEL DISTRITO SAN BLAS-CANILLEJAS;1220;23106;63599;8.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;220;SAN BLAS - CANILLEJAS
2020/000222;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO SAN BLAS-CANILLEJAS;1220;32301;63200;426.795,00;5;EDUCACIÓN;0;COLEGIOS;220;SAN BLAS - CANILLEJAS
2020/000221;PLACAS CONMEMORATIVAS EN EL DISTRITO DE SAN BLAS-CANILLEJAS;1220;33401;60999;1.000,00;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;220;SAN BLAS - CANILLEJAS
2020/000273;EQUIPAMIENTO CENTROS CULTURALES DISTRITO-SAN BLAS CANILLEJAS;1220;33401;63599;50.000,00;10;CULTURA;3;CENTROS CULTURALES;220;SAN BLAS - CANILLEJAS
2020/000225;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DEL DISTRITO SAN BLAS-CANILLEJAS;1220;34201;63200;7.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2020/000212;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;1220;92001;62302;500;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2020/000214;SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS. MOBILIARIO;1220;92001;62500;12.500,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2020/000212;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;1220;92001;62599;5.000,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2020/000212;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;1220;92001;62601;500;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2020/000212;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;1220;92001;63302;500;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2020/000214;SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS. MOBILIARIO;1220;92001;63500;2.500,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2020/000212;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;1220;92001;63599;1.500,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2020/000275;OBRAS CONSERVACIÓN EDIFICIOS DISTRITO SAN BLAS-CANILLEJAS;1220;93302;63200;190.326,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;220;SAN BLAS - CANILLEJAS
2019/000436;CENTRO DEPORTIVO SAN BLAS. ACONDICIONAMIENTO PAVIMENTO PABELLÓN CIRCULAR;1220;34201;63200;176.328,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2020/000224;CENTROS DEPORTIVOS MUNICIPALES DEL DISTRITO DE BARAJAS. MAQUINARIA;1221;34201;62300;10.200,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;221;BARAJAS
2020/000211;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO BARAJAS;1221;92001;62500;5.000,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;221;BARAJAS
2020/000149;SERVICIOS INFORMÁTICA AYUNTAMIENTO DE MADRID. ADQUISICIÓN DE MAQUINARIA;501102;49101;62300;2.000,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;0;INFORMÁTICA;999;NO DISTRITALIZABLE
2020/000151;SERVICIOS INFORMÁTICA AYUNTAMIENTO DE MADRID. INSTALACIONES TÉCNICAS;501102;49101;62301;8.000,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;0;INFORMÁTICA;999;NO DISTRITALIZABLE
2020/000152;SERVICIOS INFORMÁTICA AYUNTAMIENTO DE MADRID. MOBILIARIO Y EQUIPOS DE OFICINA;501102;49101;62500;10.000,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;0;INFORMÁTICA;999;NO DISTRITALIZABLE
2018/000635;INFRAESTRUCTURA PARA REDES INTERNAS DE COMUNICACIONES;501102;49101;62600;671.490,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;2;COMUNICACIONES;999;NO DISTRITALIZABLE
2019/000610;DOTACIÓN INFORMÁTICA DE LOS ESPACIOS DE TRABAJO;501102;49101;62601;5.581.519,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;0;INFORMÁTICA;999;NO DISTRITALIZABLE
2017/000351;ADQUISICION Y DESARROLLO DE APLICACIONES;501102;49101;64100;1.571.085,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;0;INFORMÁTICA;999;NO DISTRITALIZABLE
2019/000042;ADQUISICIÓN Y DESARROLLO DE APLICACIONES;501102;49101;64100;95.598,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;0;INFORMÁTICA;999;NO DISTRITALIZABLE
2019/000610;DOTACIÓN INFORMÁTICA DE LOS ESPACIOS DE TRABAJO;501102;49101;64100;166.375,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;0;INFORMÁTICA;999;NO DISTRITALIZABLE
2020/000154;ADQUISICIÓN Y DESARROLLO DE APLICACIONES INFORMÁTICAS;501102;49101;64100;299.257,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;0;INFORMÁTICA;999;NO DISTRITALIZABLE
2020/000239;EQUIPAMIENTO DE LOS CENTRO DE LA AGENCIA PARA EL EMPLEO;503141;24100;62500;150.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;7;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2020/000239;EQUIPAMIENTO DE LOS CENTRO DE LA AGENCIA PARA EL EMPLEO;503141;24100;62599;18.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;7;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2020/000241;ADQUISICIÓN DE EQUIPOS PROCESOS DE INFORMACIÓN PARA LA AGENCIA DE EMPLEO;503141;24100;62601;75.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;7;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2020/000238;OBRAS DE REFORMA DE LOS CENTROS DE LA AGENCIA PARA EL EMPLEO;503141;24100;63200;173.408,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;7;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2020/000243;ADQUISICIÓN  MAQUINARIA E INSTALACIONES TÉCNICAS POLÍTICAS ACTIVAS DE EMPLEO;503141;24103;62300;20.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;7;CENTROS PARA LA PROMOCIÓN DE EMPLEO;999;NO DISTRITALIZABLE
2020/000243;ADQUISICIÓN  MAQUINARIA E INSTALACIONES TÉCNICAS POLÍTICAS ACTIVAS DE EMPLEO;503141;24103;62301;2.500,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;7;CENTROS PARA LA PROMOCIÓN DE EMPLEO;999;NO DISTRITALIZABLE
2020/000248;ADQUISICIÓN UTILES Y HERRAMIENTAS ACCIONES IINFORMATIVAS AGENCIA PARA EL EMPLEO;503141;24103;62302;25.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;7;CENTROS PARA LA PROMOCIÓN DE EMPLEO;999;NO DISTRITALIZABLE
2020/000244;EQUIPAMIENTO CENTROS AGENCIA PARA EL EMPLEO PARA POLÍTICAS ACTIVAS DE EMPLEO;503141;24103;62500;5.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;7;CENTROS PARA LA PROMOCIÓN DE EMPLEO;999;NO DISTRITALIZABLE
2020/000244;EQUIPAMIENTO CENTROS AGENCIA PARA EL EMPLEO PARA POLÍTICAS ACTIVAS DE EMPLEO;503141;24103;62599;35.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;7;CENTROS PARA LA PROMOCIÓN DE EMPLEO;999;NO DISTRITALIZABLE
2020/000242;ADQUISICIÓN EQUIPOS COMUNICACIÓN Y AUDIO PARA CENTROS AGENCIA PARA EL EMPLEO;503141;24103;62600;4.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;7;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
