CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado
001120;13201;05;08;Atestados realizados y remitidos/archivados antes de 2 meses, relacionados con los siniestros laborales que requieran at;PORCENTAJE;90
001120;13201;05;07;Atestados realizados y remitidos/archivados antes de 2 meses, sobre demandas relacionadas con pinturas vandálicas que re;PORCENTAJE;90
001120;13201;05;06;Víctimas de violencia de género a las que se presta seguimiento y protección;PORCENTAJE;100
001120;13201;05;05;Víctimas de violencia de género informadas personalmente;PORCENTAJE;100
001120;13201;05;04;Investigación de todas las denuncias por delitos de odio y otros hechos discriminatorios o de intolerancia presentados a;PORCENTAJE;100
001120;13201;05;03;Seguimiento de casos activos de riesgo para los menores en el ámbito de la protección y reforma;PORCENTAJE;100
001120;13201;05;02; Demandas de ocupación atendidas;PORCENTAJE;100
001120;13201;05;01;Atestados de siniestros viales realizados y remitidos/archivados antes de 2 meses;PORCENTAJE;90
001120;13201;06;01;Grandes servicios evaluados e informados;NÚMERO;10
001120;13201;07;01;Llamadas por auxilio a personas atendidas en 8 minutos o menos por la Policía Municipal, desde la recepción de la llamad;PORCENTAJE;87
001120;13201;08;01;SUGERENCIAS Y RECLAMACIONES CONTESTADAS EN 30 DÍAS O MENOS;PORCENTAJE;80
001120;13201;08;02; RECLAMACIONES SOBRE COMPORTAMIENTO INADECUADO DE LOS MIEMBROS DEL CUERPO DE PM.;PORCENTAJE;100
001120;13201;08;03;CARTAS DE SERVICIOS EVALUADAS;PORCENTAJE;100
001120;13201;08;04;CARTAS DE SERVICIO CERTIFICADAS;NÚMERO;1
001120;13201;08;05;SUGERENCIAS RECIBIDAS EN EL BUZÓN DE SUGERENCIAS DE SEGURIDAD VIAL CONTESTADAS EN 15 DÍAS O MENOS;PORCENTAJE;15
001120;13201;09;01;Indice percepción de seguridad de las mujeres en la Ciudad.;NÚMERO;1
001120;13201;09;02;Indice de  percepción de seguridad de las mujeres en el barrio en la noche;NÚMERO;1
001120;13201;10;03;Análisis de demanda de formación en defensa personal policial;PORCENTAJE;100
001120;13201;10;02;Solicitudes de charlas de formación sobre violencia de género atendidas;PORCENTAJE;100
001120;13201;10;01;Víctimas de violencia de género a las que se presta seguimiento y protección;PORCENTAJE;100
001120;13201;11;01;Revisión de publicaciones;NÚMERO;1
001120;13201;11;02;Revisión de Instrucciones y acuerdos;NÚMERO;1
001120;13201;11;03;Revisión de Instrucción condecoraciones;NÚMERO;1
001120;13201;12;01;Revisión de contratos;NÚMERO;1
001120;13201;13;01;Revisión de bases de acceso y ascenso;NÚMERO;1
001120;13201;13;02;Acciones formativas en igualdad;PORCENTAJE;100
001120;13510;01;15;ACTUALIZACIÓN SEGÚN LA EVIDENCIA CIENTÍFICA DE PROCEDIMIENTOS ASISTENCIALES;NÚMERO;10
001120;13510;01;14;TRABAJOS CIENTÍFICOS ACEPTADOS POR LOS CONGRESOS NACIONALES E INTERNACIONALES;NÚMERO;35
001120;13510;01;13;OPERATIVIDAD DE LOS APARATOS DE ELECTROMEDICINA;PORCENTAJE;95
001120;13510;01;12;PORCENTAJE DE FELICITACIONES SOBRE EL TOTAL DE ACTIVACIONES;PORCENTAJE;7
001120;13510;01;11;TIEMPO DE GESTIÓN DE AVISO;SEGUNDOS;94
001120;13510;01;10;OPERATIVIDAD MECÁNICA DE LA FLOTA DE AMBULANCIAS;PORCENTAJE;92
001120;13510;01;09;MEDIANA DE VALORACIÓN DE LA FORMACIÓN DE VOLUNTARIOS;PUNTUACIÓN S/10;8
001120;13510;01;08;MEDIANA DE VALORACIÓN DE LA FORMACIÓN OBLIGATORIA DE FUNCIONARIOS;PUNTUACIÓN S/10;8
001120;13510;01;07;MEDIANA DE VALORACIÓN DE LA CALIDAD ASISTENCIAL;PUNTUACIÓN S/100;76
001120;13510;01;06;JORNADAS CON OFERTA MÍNIMA DE UNIDADES SVA;PORCENTAJE;93
001120;13510;01;05;SUPERVIVENCIA A LOS 7 DÍAS DE LOS PACIENTES POLITRAUMATIZADOS;PORCENTAJE;88
001120;13510;01;04;PACIENTES RECUPERADOS DE PARADA CARDIACA SIN SECUELAS NEUROLÓGICAS;PORCENTAJE;17
001120;13510;01;03;SUPERVIVENCIA DE LOS PACIENTES CRÍTICOS A 7 DÍAS DE INGRESO;PORCENTAJE;85
001120;13510;01;02;TIEMPO MEDIO DE RESPUESTA PARA LAS UNIDADES SVB;SEGUNDOS;470
001120;13510;01;01;TIEMPO MEDIO DE RESPUESTA PARA LAS UNIDADES SVA;SEGUNDOS;470
001120;13510;02;01;CIUDADANOS A CAPACITAR COMO ALERTANTES Y PRIMEROS RESPONDIENTES;NÚMERO;28000
001120;13510;02;02;SESIONES CLÍNICAS CONJUNTAS CON HOSPITALES Y OTROS SERVICIOS DE EMERGENCIAS;NÚMERO;8
001120;13510;02;03;JORNADAS Y FOROS CIENTÍFICOS ABIERTOS A OTROS COLECTIVOS PROFESIONALES;NÚMERO;2
001120;13510;02;04;ACTIVIDADES ENFOCADAS A LA PROTECCIÓN DE LA CIUDADANÍA;NÚMERO;20
001120;13510;03;01;CREAR UN EQUIPO SANITARIO INTERNACIONAL (ESI) CON CRITERIOS DE CERTIFICACIÓN EMT 1 DE LA OMS;NÚMERO;1
001120;13510;03;02;COLABORACIÓN/VISITAS CON/DE OTRAS PROTECCIONES CIVILES EN EL AÑO;NÚMERO;12
001120;13510;03;03;PARTICIPACIÓN EN PROYECTOS EUROPEOS COLABORATIVOS;NÚMERO;4
001120;13510;04;01;PARTICIPACIÓN EN SIMULACROS Y ACTIVIDADES CON BOMBEROS, POLICÍA Y OTROS INTERVINIENTES PARA LA MEJORA DE LA OPERATIVIDAD;NÚMERO;10
001120;13510;04;02;ACTUALIZACIÓN DE PROCEDIMIENTOS DE ACTUACIÓN CONJUNTA CON OTROS INTERVINIENTES;NÚMERO;2
001120;13510;05;01;ACTIVIDADES FORMATIVAS RELACIONADAS CON IGUALDAD DE GÉNERO, VULNERABILIDAD Y OTROS ASPECTOS DE LOS DERECHOS DE PACIENTES;NÚMERO;3
001120;13610;01;06;DÍAS CON 37 VEHÍCULOS ESPECIALIZADOS OPERATIVOS;PORCENTAJE;100
001120;13610;01;05;GUARDIAS CON >45 BOMBEROS CONDUCTORES;PORCENTAJE;90
001120;13610;01;04;GUARDIAS CON >210 BOMBEROS;PORCENTAJE;65
001120;13610;01;03;DÍAS CON 39 VEHÍCULOS OPERATIVOS DE PRIMERA RESPUESTA;PORCENTAJE;100
001120;13610;01;01;TIEMPO DE GESTIÓN DE LA INFORMACIÓN PARA ACTIVACIÓN DE RECURSOS;SEGUNDOS;90
001120;13610;01;02;INTERVENCIONES CON TIEMPO DE RESPUESTA <10´;PORCENTAJE;75
001120;13610;02;01;ELABORACIÓN DEL NUEVO REGLAMENTO;NÚMERO;1
001120;13610;02;02;DIGITALIZACIÓN DE INFORMES Y DOCUMETACIÓN DE INTERVENCIONES;NÚMERO;3000
001120;13610;02;03;ANÁLISIS Y MODIFICACIÓN DE APLICACION SIL PARA LA GESTIÓN DE INFORMACIÓN EN INTERVENCIÓN;NÚMERO;1
001120;13610;02;04;INCORPORACIÓN DE PERSONAL TÉCNICO Y ADMINISTRATIVO;NÚMERO;1
001120;13610;03;01;VISITAS A LAS CUENTAS DEL CUERPO DE BOMBEROS EN REDES SOCIALES;NÚMERO;80000
001120;13610;03;02;ACCIONES DIVULGATIVAS DIRIGIDAS A CENTROS DE ENSEÑANZA;NÚMERO;200
001120;13610;03;03;CAMPAÑA ANUAL DE VISITAS PROGRAMADAS AL MUSEO CON ACCIONES DIVULGATIVAS DE  PREVENCIÓN/AUTOPROTECCIÓN;NÚMERO;1
001120;13610;03;04;VISITAS GUIADAS ANUALES PARA PERSONAS ADULTAS Y ESCOLARES;NÚMERO;200
001120;13610;04;05;CAMPAÑA DE PARTICIPACIÓN EN REVISIONES Y ANTICIPACIÓN OPERATIVA DE ESPECTÁCULOS Y EVENTOS CON ALTA ASISTENCIA DE PÚBLICO;NÚMERO;1
001120;13610;04;04;PARTICIPACIÓN Y ASESORAMIENTO EN PLANES DE INTERVENCIÓN EN INFRAESTRUCTURAS Y EDIFICIOS;NÚMERO;1
001120;13610;04;03;CAMPAÑA DE INSPECCIONES;NÚMERO;1
001120;13610;04;02;RESOLUCIÓN DE EXPEDIENTES DE PREVENCIÓN;PORCENTAJE;95
001120;13610;04;01;REDACCIÓN DE DOCUMENTO OPI 2021;NÚMERO;1
001120;13610;05;01;PROCESOS SELECTIVOS;NÚMERO;6
001120;13610;05;02;INCORPORACIÓN DE PERSONAL;NÚMERO;196
001120;13610;05;03;SEGUIMIENTO DE LA ACTIVIDAD PREVENTIVA (PRL);NÚMERO;1
001120;13610;05;04;MANTENIMIENTO DE LA UNIDAD DE SALUD LABORAL;NÚMERO;1
001120;13610;06;01;IMPLANTACIÓN DE TALLERES DE FORMACIÓN CONJUNTA INTERSERVICIOS;NÚMERO;1
001120;13610;06;02;ADAPTACIÓN DE FORMACIÓN Y CAPACITACIÓN AL PERONAL OPERATIVO EN FORMATO ONLINE Y PRESENCIAL SEGÚN COMPETENCIA A ADQUIRIR;PORCENTAJE;100
001120;13610;06;03;ACCIONES FORMATIVAS CON CONTENIDO EN EQUIDAD Y DIVERSIDAD;NÚMERO;1
001120;13610;06;04;JORNADAS DE CAPACITACIÓN TÉCNICA DE LA ESCALA TÉCNICA;NÚMERO;1
001120;13610;07;04;PUESTA EN MARCHA DE NUEVAS INSTALACIONES Y RENOVACIÓN DE INSTALACIONES;PORCENTAJE;100
001120;13610;07;03;DISTRIBUCIÓN LOGÍSTICA DE EQUIPOS Y HERRAMIENTAS;PORCENTAJE;80
001120;13610;07;01;SEGUIMIENTO DE OBRAS DE ADECUACIÓN, REHABILITACIÓN Y NUEVA CONSTRUCCIÓN;PORCENTAJE;100
001120;13610;07;02;SEGUIMIENTO Y PUESTA EN SERVICIO DE NUEVOS VEHÍCULOS Y RENOVACIÓN DE FLOTA;PORCENTAJE;100
001120;13672;01;01;ACTIVIDADES DE FORMACION REALIZADAS;NÚMERO;5
001120;13672;01;02;MAPEO COBERTURA 5G;NÚMERO;1
001120;13672;01;03;ENTREGABLES FASE 1 PROYECTO NGEU. SERVICIOS Y COMUNICACIONES 5G EMERGENCIAS;PORCENTAJE;90
001120;15350;01;01;REUNIONES DE LA MESA PARA LA ACCESIBILIDAD DE MADRID;NÚMERO;1
001120;15350;01;02;REUNIONES DE LOS G.T DERIVADOS DE LA MESA PARA LA ACCESIBIL;NÚMERO;12
001120;15350;01;03;BOLETINES DE ACCESIBILIDAD COMPARTIDOS;NÚMERO;40
001120;15350;01;04;PARTICIPACIÓN EN EVENTOS, COMISIONES Y GRUPOS DE TRABAJO;NÚMERO;60
001120;15350;01;05;VISITAS A LA WEB;NÚMERO;7000
001120;15350;01;06;DENUNCIAS TRAMITADAS;NÚMERO;160
001120;15350;02;03;DOCUMENTOS DE APOYO Y DIVULGACIÓN EN MATERIA DE ACCESIBILIDAD;NÚMERO;8
001120;15350;02;02;ACTUACIONES DE CONTROL Y SEGUIMIENTO DEL PEAUM Y DEL I PLAN DE ACCIÓN DERIVADO DEL PEAUM;NÚMERO;2
001120;15350;02;01;CONSULTAS Y COLABORACIONES TÉCNICAS EN ACCESIBILIDAD;NÚMERO;200
001120;15350;03;01;HERRAMIENTAS Y SERVICIOS DE PROMOCIÓN Y CONCIENCIACIÓN EN AU;NÚMERO;6
001120;15350;03;02;ORGANIZACIÓN DE JORNADAS MADRILEÑAS DE LA ACCESIBILIDAD;NÚMERO;1
001120;15350;03;03;PARTICIPACIÓN EN JORNADAS DE PROMOCIÓN DE LA ACCESIBILIDAD;NÚMERO;6
001120;15350;03;04;PUBLICACIÓN EN LECTURA FÁCIL;NÚMERO;1
001120;15350;03;05;HERRAMIENTAS QUE IMPULSEN SERVICIOS PARA TODOS (APPs, etc);NÚMERO;2
001120;15350;03;06;COLABORACIONES Y DIFUSIÓN DE BUENAS PRÁCTICAS DE ACCESIBILIDAD;NÚMERO;3
001120;15350;03;07;CURSOS/ SESIONES DE FORMACIÓN EN A.U A TRAVÉS DE LA ESCUELA MADRID TALENTO;NÚMERO;4
001120;23200;01;01;PLANES;NÚMERO;39
001120;23200;01;02;ACCIONES;NÚMERO;192
001120;23200;02;03;ACCIONES COMPLEMENTARIAS QUE REALIZAN LAS ENTIDADES;NÚMERO;70
001120;23200;02;02;ACCIONES QUE EJECUTAN LAS ÁREAS DE GOBIERNO;NÚMERO;10
001120;23200;02;01;ACCIONES QUE EJECUTAN LOS DISTRITOS;NÚMERO;182
001120;23200;03;01;COMISIONES DE SEGUIMIENTO;NÚMERO;39
001120;23200;03;02;ESTUDIOS DE SATISFACCIÓN DE LA CIUDADANÍA DE ACCIONES DE LOS PLANES INTEGRALES DE BARRIO;NÚMERO;14
001120;23200;04;01;PROYECTOS ESPECÍFICAMENTE ORIENTADOS A LA PROMOCIÓN DE LA MUJER;NÚMERO;4
001120;23200;04;02;RATIO DE MUJERES PARTICIPANTES EN LAS COMISIONES CIUDADANAS;RATIO;48
001120;23200;04;03;PROYECTOS ESPECÍFICAMENTE ORIENTADOS A MAYORES;NÚMERO;13
001120;23200;05;01;PLAN ESTRATÉGICO;NÚMERO;1
001120;23200;05;02;ACTUACIONES SUPRADISTRITALES;NÚMERO;52
001120;23200;05;03;ACTUACIONES DISTRITALES;NÚMERO;174
001120;23200;06;01;CONCERTACIÓN CIUDADANA DE ACTUACIONES SURES (REUNIONES);NÚMERO;175
001120;23200;06;02;PARTICIPANTES EN LOS PROCESOS DE CONCERTACIÓN;NÚMERO;2500
001120;23200;07;01;COMISIONES PERMANENTES SURES;NÚMERO;3
001120;23201;01;02;Barrios con proyectos en el FRT;NÚMERO;122
001120;23201;01;03;Proyectos de continuidad iniciados en ejercicios anteriores;NÚMERO;40
001120;23201;01;01;Distritos con proyectos en el FRT;NÚMERO;21
001120;23201;02;01;Proyectos dirigidos a fomentar la igualdad entre hombres y mujeres;PORCENTAJE;3
001120;31103;01;01;APORTACIONES TRAMITADAS;NÚMERO/AÑO;5
001120;91200;01;11;Contenidos publicados en la web municipal;NÚMERO/AÑO;120
001120;91200;01;10;Publicaciones en Boletines Oficiales;NÚMERO/AÑO;270
001120;91200;01;09;Alegaciones a proyectos normativos;NÚMERO/AÑO;220
001120;91200;01;08;Proyectos Normativos tramitados;NÚMERO/AÑO;40
001120;91200;01;07; Comunicaciones a Distritos;NÚMERO/AÑO;200
001120;91200;01;06; Comunicaciones a la Presidencia del Pleno;NÚMERO/AÑO;110
001120;91200;01;05;Comunicaciones a Secretarías Generales Técnicas;NÚMERO/AÑO;955
001120;91200;01;04;Actas de las sesiones;NÚMERO/AÑO;50
001120;91200;01;03;Asuntos tramitados por la Junta de Gobierno;NÚMERO/AÑO;1400
001120;91200;01;01;Asuntos tramitados por la Comisión Preparatoria;NÚMERO/AÑO;1300
001120;91200;01;02;Actas Comisión Preparatoria;NÚMERO/AÑO;45
001120;91200;02;01;Convenios incorporados al registro;NÚMERO/AÑO;600
001120;91200;02;02;Encomiendas de gestión incorporadas al registro;NÚMERO/AÑO;2
001120;91200;02;03;Encargos a medios propios personificados incorporados al registro;NÚMERO/AÑO;3
001120;91200;03;06;Tiempo medio de tramitación de las publicaciones de edictos en el TEU del BOE;DÍAS;2
001120;91200;03;05;Anuncios de notificaciones publicadas en el Tablón Edictal Único del BOE;NÚMERO/AÑO;4500
001120;91200;03;04;Tiempo medio de tramitación de las publicaciones de edictos de otras entidades;DÍAS;1
001120;91200;03;03;Edictos de otras Administraciones e Instituciones públicas;NÚMERO/AÑO;550
001120;91200;03;02;Tiempo medio de tramitación de las publicaciones de edictos municipales;DÍAS;1
001120;91200;03;01;Edictos publicados de los Servicios municipales y sus Organismos públicos;NÚMERO/AÑO;2000
001120;91200;04;01;Certificaciones expedidas;NÚMERO/AÑO;55
001120;91200;04;02;Tiempo medio de tramitación de las certificaciones;DÍAS;6
001120;91200;04;03;Documentos autorizados a las ciudadanas;NÚMERO/AÑO;230
001120;91200;04;04;Documentos autorizados a los ciudadanos;NÚMERO/AÑO;220
001120;91200;04;05;Decretos incorporados al registro de decretos y resoluciones;NÚMERO/AÑO;550
001120;91210;01;01;EXPEDIENTES DE GASTO;NÚMERO;5
001120;92006;01;07;Actuaciones de difusión y formación intervención en actuaciones de difusión y formación sobre el Portal de Transpar;NÚMERO;10
001120;92006;01;06;Reclamaciones interpuestas ante el Consejo de Transparencia y Protección de Datos de la Comunidad de Madrid no estimadas;PORCENTAJE;80
001120;92006;01;05;Tiempo medio de respuesta a las solicitudes de acceso a la información pública;DÍAS;20
001120;92006;01;04;Solicitudes de acceso a la información pública estimadas.;PORCENTAJE;70
001120;92006;01;03;"Evaluación externa de la transparencia municipal a través de evaluadores externos (ITA; Infoparticipa..)";PORCENTAJE;100
001120;92006;01;02;Nuevas visualizaciones en el Portal de Transparencia y mejoras de las existentes.;NÚMERO;6
001120;92006;01;01;Visitas al portal de Transparencia del Ayuntamiento de Madrid;NÚMERO;1300000
001120;92006;02;01;Nuevos datasets al año;NÚMERO;30
001120;92006;02;02;Descargas de datasets realizadas;NÚMERO;4000000
001120;92006;02;03;Mejora de la calidad de los conjuntos de datos del Portal de Datos Abiertos;NÚMERO;50
001120;92006;02;04;Publicación o mejora sobre conjuntos de datos de alto valor;NÚMERO;10
001120;92006;02;05;Actuaciones de difusión y formación sobre el Portal de Datos Abiertos;NÚMERO;15
001120;92006;02;06;Cumplimiento de recomendaciones de organizaciones públicas externas.;PORCENTAJE;80
001120;92006;02;07;Automatización de nuevos conjuntos de datos;NÚMERO;10
001120;92006;03;08;Puntuación media de la satisfacción con los cursos de calidad;PUNTUACIÓN S/10;8
001120;92006;03;07;Satisfacción de las unidades que han recibido apoyo técnico y asesoramiento en Cartas de Servicios, modelos CAF o EFQM,;PUNTUACIÓN S/10;8
001120;92006;03;06;Unidades a las que se presta apoyo técnico y asesoramiento en la aplicación de herramientas de calidad(procesos, DAFO, g;NÚMERO;5
001120;92006;03;05;Unidades a las que se presta apoyo técnico y asesoramiento en sus procesos de autoevaluación, evaluación externa y certi;NÚMERO;3
001120;92006;03;04; Cartas de Servicios certificadas externamente;NÚMERO;25
001120;92006;03;03;Cartas de Servicios evaluadas;NÚMERO;68
001120;92006;03;02;Cartas de Servicios aprobadas;NÚMERO;2
001120;92006;03;01;Cartas de Servicios iniciadas;NÚMERO;2
001120;92006;04;01;Indicadores del Plan Estratégico correctamente documentados e informados;PORCENTAJE;95
001120;92006;04;02;Informes de Seguimiento y Evaluación del Plan Operativo de Gobierno;NÚMERO;2
001120;92006;04;03;Actuaciones del Plan Operativo de Gobierno correctamente documentadas e informadas;PORCENTAJE;95
001120;92006;04;04;Mujeres usuarias de las aplicaciones de del Plan Estratégico y del Plan Operativo de Gobierno;NÚMERO;250
001120;92006;04;05;Hombres usuarios de las aplicaciones del Plan Estratégico y del Plan Operativo de Gobierno;NÚMERO;250
001120;92006;05;12;Hombres usuarios que consideran el servicio SyR útil o muy útil;PORCENTAJE;50
001120;92006;05;11;Mujeres usuarias que consideran el servicio de SyR útil o muy útil;PORCENTAJE;50
001120;92006;05;10;Hombres usuarios que recomendarían el servicio SyR;PORCENTAJE;55
001120;92006;05;09;Mujeres usuarias que recomendarían el servicio de SyR;PORCENTAJE;60
001120;92006;05;08;Hombres usuarios que declaran que volverían a usar el servicio;PORCENTAJE;70
001120;92006;05;07;Mujeres usuarias que declaran que volverían a usar el servicio;PORCENTAJE;73
001120;92006;05;06;Hombres usuarios que consideran que el servicio es igual, mejor o mucho mejor que el recibido en otros servicios similar;PORCENTAJE;60
001120;92006;05;05;Mujeres usuarias que consideran que el servicio es igual, mejor o mucho mejor que el recibido en otros servicios similar;PORCENTAJE;50
001120;92006;05;04;Sugerencias y Reclamaciones Tributarias tramitadas en 20 días naturales;PORCENTAJE;65
001120;92006;05;03;Sugerencias y Reclamaciones Generales tramitadas en 20 días naturales;PORCENTAJE;50
001120;92006;05;01;Tiempo medio de respuesta SyR Generales.;DÍAS;27
001120;92006;05;02;Tiempo medio de respuesta SyR Tributarias;DÍAS;20
001120;92006;06;01;Estudios obtenidos de la Encuesta General de Calidad de Vida y Satisfacción con los Servicios municipales;NÚMERO;38
001120;92006;06;02;Unidades a las que se presta apoyo técnico y asesoramiento en la realización de encuestas y estudios de opinión;NÚMERO;15
001120;92006;06;03;Estudios incorporados al Banco de Estudios de Percepción Ciudadana;NÚMERO;75
001120;92006;06;04;Evaluaciones de planes, programas y servicios municipales realizados;NÚMERO;3
001120;92006;07;01;Líneas de trabajo de comunicación clara desarrolladas;NÚMERO;2
001120;92006;07;02;Documentos redactados y diseñados conforme a las directrices de comunicación clara.;NÚMERO;2
001120;92006;07;03;Actividades formativas de comunicación clara desarrolladas.;NÚMERO;6
001120;92006;07;04;Puntuación media de la satisfacción con las acciones formativas sobre comunicación clara;PUNTUACIÓN S/10;8
001120;92013;01;14;AUDITORÍAS;NÚMERO;36
001120;92013;01;13;ANÁLISIS DE RIESGOS;NÚMERO;30
001120;92013;01;12;BRECHAS DE SEGURIDAD;NÚMERO;15
001120;92013;01;11;ACCIONES FORMATIVAS;NÚMERO;3
001120;92013;01;10;JORNADAS SOBRE PROTECCION DE DATOS;NÚMERO;1
001120;92013;01;09;INSTRUCCIONES EN MATERIA DE PROTECCION DE DATOS;NÚMERO;1
001120;92013;01;08;TRAMITACIÓN EXPEDIENTES DE LA AEPD;NÚMERO;12
001120;92013;01;07;ATENCIÓN A DERECHOS SOBRE PROTECCIÓN DE DATOS;NÚMERO;250
001120;92013;01;06;ALUMNOS DE ACCIONES FORMATIVAS O DIVULTATIVAS SOBRE PROTECCIÓN DATOS;NÚMERO;225
001120;92013;01;05;ALUMNAS DE ACCIONES FORMATIVAS O DIVULGATIVAS SOBRE PROTECCIÓN DATOS;NÚMERO;285
001120;92013;01;04;RESPUESTAS A CONSULTAS EXTERNAS;NÚMERO;70
001120;92013;01;03;RESPUESTAS A CONSULTAS TÉCNICAS Y JURIDICAS INTERNAS;NÚMERO;350
001120;92013;01;01;INFORMES ESPECÍFICOS SOBRE PROTECCIÓN DE DATOS;NÚMERO;5
001120;92013;01;02;INFORMES SOBRE ACTUACIONES QUE IMPLIQUEN PROTECCIÓN DE DATOS;NÚMERO;730
001120;92201;01;01;TOTAL PETICIONES DE INFORMACIÓN DE LOS CONCEJALES;NÚMERO/AÑO;820
001120;92201;02;01;SESIONES DEL PLENO;NÚMERO/AÑO;18
001120;92201;02;02;SESIONES DE LAS COMISIONES DEL PLENO;NÚMERO/AÑO;89
001120;92202;01;04;ACTUALIZACIONES ARCHIVO AUDIOVISUAL;NÚMERO/AÑO;250
001120;92202;01;03;ACTUALIZACIONES ARCHIVO FOTOGRÁFICO;NÚMERO/AÑO;10000
001120;92202;01;01;RESÚMENES DE PRENSA ELABORADOS;NÚMERO/AÑO;871
001120;92202;01;02;ACTUALIZACIONES PÁGINA WEB;NÚMERO/AÑO;2300
001120;92202;02;01;SUPERVISIONES DE IMAGEN EFECTUADAS;NÚMERO/AÑO;2500
001120;92202;03;01;INFORMACIÓN DEL TRÁFICO DE LA CIUDAD;NÚMERO/AÑO;6000
001120;92202;03;02;EMERGENCIAS MADRID (TV Y RADIO);NÚMERO/AÑO;315
001120;92202;03;03;Nº POST SUBIDOS A DIARIO.MADRID.ES;NÚMERO/AÑO;900
001120;92202;03;04;Nº PUBLICACIONES REDES SOCIALES;NÚMERO/AÑO;40000
001120;92202;04;01;ACTOS PÚBLICOS Y RUEDAS DE PRENSA REALIZADOS;NÚMERO/AÑO;1000
001120;92202;04;02;COMUNICADOS Y NOTAS DE EMPRESAS EMITIDOS;NÚMERO/AÑO;2300
001120;92202;04;03;VÍDEOS REALIZADOS;NÚMERO/AÑO;350
001120;92202;05;10;EXPEDIENTES DE IMPRENTA TRAMITADOS;NÚMERO/AÑO;2
001120;92202;05;09;VIDEOS GESTIONADOS EN SOPORTES DIGITALES;NÚMERO/AÑO;800
001120;92202;05;08;AUTORIZACIONES RESERVAS ESPACIOS CARTELERÍA (MUPIS Y MARQUESINAS);NÚMERO/AÑO;300
001120;92202;05;07;VÍDEOS GESTIONADOS PARA EXHIBICIÓN EN PANTALLAS;NÚMERO/AÑO;2800
001120;92202;05;06;AUTORIZACIONES RESERVA ESPACIO BANDEROLAS;NÚMERO/AÑO;350
001120;92202;05;05;CONTRATOS BASADOS AM BANDEROLAS TRAMITADOS;NÚMERO/AÑO;40
001120;92202;05;04;CONTRATOS BASADOS AM DIFUSIÓN TRAMITADOS;NÚMERO/AÑO;50
001120;92202;05;03;CONTRATOS BASADOS AM CREATIVIDAD TRAMITADOS;NÚMERO/AÑO;100
001120;92202;05;01;CAMPAÑAS DE DIFUSIÓN APROBADAS;NÚMERO/AÑO;200
001120;92202;05;02;ANUNCIOS DE OBLIGADO CUMPLIMIENTO TRAMITADOS;NÚMERO/AÑO;100
001120;92208;01;01;Proyectos de normas elaboradas;NÚMERO;2
001120;92208;01;02;Proyectos de normas informadas;NÚMERO;6
001120;92208;02;01;Documentos de unificación elaborados;NÚMERO;300
001120;92208;02;02;Reuniones de coordinación;NÚMERO;11
001120;92208;02;03;Grupos mixtos (AG/Distritos) de trabajo en los que se participa;NÚMERO;30
001120;92208;03;01;Proyectos emprendidos;NÚMERO;3
001120;92208;04;02;Emisión tarjetas vocales vecinos;NÚMERO;100
001120;92208;04;01;Expedientes y propuestas tramitadas;NÚMERO;600
001120;92208;05;01;Campañas publicitarias realizadas;NÚMERO;1
