CeGe;Prog. Finan.;Objetivo;Hipertexto Objetivo;
001130;33301;07;DIFUNDIR Y DAR A CONOCER LAS COLECCIONES MUNICIPALES MEDIANTE ACTIVIDADES E INICIATIVAS QUE PONGAN EN VALOR EL PAPEL DE LA MUJER EN LA HISTORIA Y EN EL ARTE;
001130;33401;01;APOYO AL TEJIDO CULTURAL A TRAVÉS DEL ESTABLECIMIENTO DE LÍNEAS DE AYUDA Y OTROS PROGRAMAS;
001130;33401;02;COOPERACIÓN CON OTRAS INSTITUCIONES PÚBLICAS Y PRIVADAS, ASOCIACIONES Y AGENTES CULTURALES;
001130;33401;03;PLANIFICACIÓN Y DISEÑO DE FIESTAS POPULARES, PROGRAMAS Y CONMEMORACIONES CULTURALES Y ORGANIZACIÓN DE ACTIVIDADES CULTURALES DE CALIDAD E INTERÉS PÚBLICO, EN LAS QUE SE PROMUEVA LA PARTICIPACIÓN CIUDADANA;
001130;33405;01;CONSOLIDACIÓN Y AMPLIACIÓN DE LA LABOR DE LA BANDA SINFÓNICA MUNICIPAL EN LA CIUDAD DE MADRID MEDIANTE LA PROGRAMACIÓN DE CONCIERTOS QUE FACILITEN EL ACCESO UNIVERSAL A LA CULTURA CON UNA POLÍTICA DE PRECIOS POPULARES Y ESPECTÁCULOS DE ACCESO LIBRE. SE MANTIENEN LOS CICLOS DE OTOÑO, INVIERNO Y PRIMAVERA-VERANO Y SE AMPLÍA EL NÚMERO DE CONCIERTOS EXTRAORDINARIOS. TAMBIÉN SE REALIZAN CONCIERTOS PARTICIPANDO EN LAS DISTINTAS CAMPAÑAS MUNICIPALES.;
001130;33405;02;REFUERZO Y ACERCAMIENTO DE LA ACTIVIDAD MUSICAL DE LOS DISTRITOS A TRAVÉS DE CONCIERTOS DE PROXIMIDAD Y COLABORANDO CON OTRAS ÁREAS, ADMINISTRACIONES E INSTITUCIONES, TANTO PÚBLICAS COMO PRIVADAS.;
001130;33405;03;FOMENTO DE LA PARTICIPACIÓN DE PROFESIONALES DE RECONOCIDO PRESTIGIO NACIONAL E INTERNACIONAL QUE CONTRIBUYAN A LA INTERNACIONALIZACIÓN Y ENRIQUECIMIENTO ARTÍSTICO DE LA BANDA SINFÓNICA MUNICIPAL, ASÍ COMO A UNA MAYOR DIFUSIÓN Y ATRACCIÓN DE NUEVOS PÚBLICOS;
001130;33405;04;PARTICIPACIÓN Y COLABORACIÓN EN EL DESARROLLO DE LAS FIESTAS MAYORES Y CAMPAÑAS CULTURALES DEL AYUNTAMIENTO DE MADRID;
001130;33405;05;REALIZACIÓN DE LAS MEDIDAS OPORTUNAS PARA QUE TODAS LAS PERSONAS TENGAN LAS MISMAS OPORTUNIDADES INDEPENDIENTEMENTE DE SU IDENTIDAD DE GÉNERO EN LA CELEBRACIÓN DE CONCIERTOS DE LA BANDA SINFÓNICA MUNICIPAL.;
001130;33405;06;SUMINISTRO A LA BANDA SINFÓNICA MUNICIPAL DE LOS INSTRUMENTOS DE ALTA GAMA NECESARIOS PARA EL DESARROLLO DE SU ACTIVIDAD PROFESIONAL, ASÍ COMO EL MATERIAL FUNGIBLE NECESARIO QUE SE REQUIERA A LO LARGO DEL AÑO 2024.;
001130;33405;07;SUMINISTRO DE PARTITURAS, TANTO EN ADQUISICIÓN COMO EN ALQUILER, PARA AMPLIAR EL REPERTORIO DE LA BANDA SINFÓNICA MUNICIPAL.;
001130;33405;08;RECONOCIMIENTO Y EXPANSIÓN DE LA BANDA SINFÓNICA MUNICIPAL A TRAVÉS DE CONCIERTOS CON EL OBJETIVO DE CONSOLIDAR SU PROYECCIÓN NACIONAL E INTERNACIONAL MEDIANTE SU PARTICIPACIÓN EN CERTÁMENES NACIONALES E INTERNACIONALES.;
001130;33405;09;DESARROLLO DE ACTIVIDADES EN DISTINTOS FORMATOS, MÁS ACTUALES Y CON MÁS POSIBLIDADES COMUNICATIVAS Y DE DIFUSIÓN Y MÁS CERCANOS A LOS NUEVOS PÚBLICOS (REDES SOCIALES, CONCIERTOS EN STREAMING, ETC.);
001130;33405;10;IMPULSO DE LA PUBLICIDAD DE LOS CONCIERTOS DE LA BANDA SINFÓNICA MUNICIPAL A TRAVÉS DE CARTELERÍA, BANDEROLAS, ANUNCIOS, REDES SOCIALES...;
001130;33601;01;CONSERVAR, RESTAURAR Y REHABILITAR EL PATRIMONIO CULTURAL MUNICIPAL;
001130;33601;02;CONSERVAR, MANTENER, MEJORAR E INVENTARIAR EL CONJUNTO DE MONUMENTOS Y ESCULTURAS MUNICIPALES;
001130;33601;03;DIFUNDIR EL PATRIMONIO CULTURAL Y EL PAISAJE URBANO DE LA CIUDAD DE MADRID PARA FOMENTAR SU CONOCIMIENTO POR PARTE DE LA CIUDADANÍA PROMOVIENDO LOS VALORES DE IGUALDAD DE GÉNERO;
001130;33601;04;MEJORAR LA CALIDAD DEL PAISAJE Y LA ESCENA URBANA DEFINIENDO CRITERIOS DE ACTUACIÓN Y PLANES O PROGRAMAS DE INTERVENCIÓN EN EL ESPACIO PÚBLICO;
001130;33601;05;MANTENER EN CORRECTO ESTADO DE CONSERVACIÓN LOS EDIFICIOS ADSCRITOS AL ÁREA DE GOBIERNO CON CRITERIOS DE SOSTENIBILIDAD, EFICIENCIA ENERGÉTICA Y ACCESIBLIDAD;
001130;33601;06;COLABORAR CON INSTITUCIONES, ASOCIACIONES Y AGENTES CULTURALES PARA EL FOMENTO DE LA DIFUSIÓN DEL PATRIMONIO CULTURAL Y DE LA ACTIVIDAD CULTURAL CREATIVA;
001130;33601;07;FOMENTAR, PROTEGER Y DIFUNDIR EL ARTE DE LA TAUROMAQUIA EN LOS TÉRMINOS RECOGIDOS POR LA DECLARACIÓN DE BIEN DE INTERÉS CULTURAL DE LA COMUNIDAD DE MADRID Y POR LA LEY 18/2013, DE 12 DE NOVIEMBRE, PARA LA REGULACIÓN DE LA TAUROMAQUIA COMO PATRIMONIO CULTURAL;
001130;33601;08;INCORPORAR EL ARTE AL ESPACIO PÚBLICO CON PROGRAMAS QUE EXPLOREN NUEVAS VÍAS DE INTERVENCIÓN ARTÍSTICA;
001130;91213;01;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS DERIVADAS DEL EJERCICIO DE SUS FUNCIONES POR LA DELEGADA DEL ÁREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE;
001131;34102;01;FOMENTAR LA PRÁCTICA DE LAS ACTIVIDADES DEPORTIVAS EN LA POBLACIÓN;
001131;34102;02;IMPULSAR LA PRÁCTICA DEPORTIVA ENTRE LA POBLACIÓN INFANTIL Y JOVEN;
001131;34102;03;IMPULSAR LA COMPETICIÓN MUNICIPAL EN LAS DIFERENTES CATEGORÍAS;
001131;34102;04;FACILITAR LA PRÁCTICA DEPORTIVA A PERSONAS CON DIVERSIDAD FUNCIONAL;
001131;34102;05;IMPULSAR LA PRÁCTICA DEPORTIVA A TRAVÉS DE PROGRAMAS TRANSVERSALES;
001131;34102;06;PROMOVER LA PRÁCTICA DEL DEPORTE EN LA CALLE;
001131;34102;07;ASEGURAR, PROTEGER Y MEJORAR LA SALUD DE LOS TRABAJADORES Y USUARIOS;
001131;34102;08;DIFUSIÓN DE LAS ACTIVIDADES Y ACTOS DEPORTIVOS DEL MUNICIPIO;
001131;34102;09;MEJORAR LOS PROCESOS RELACIONADOS CON LA VENTA DE SERVICIOS DEPORTIVOS, AMPLIANDO LOS PROCESOS DE COMUNICACIÓN DIGITAL;
001131;34102;10;POTENCIAR MADRID COMO ORGANIZADOR DE GRANDES EVENTOS Y FOMENTO DE CLUBES NO PROFESIONALES DE LA CIUDAD DE MADRID;
001131;34102;11;PROMOVER LA ACTIVIDAD FÍSICA Y LA PRÁCTICA DEPORTIVA DE LA MUJER;
001131;34102;12;FOMENTAR LA PRÁCTICA DEPORTIVA DE CARÁCTER AFICIONADO, EL ASOCIACIONISMO  DEPORTIVO Y LA ORGANIZACIÓN DE ACTOS DEPORTIVOS;
001131;34102;13;EVALUAR EL GRADO DE SATISFACCIÓN Y CALIDAD DE LOS SERVICIOS DEPORTIVOS;
001131;34201;01;MANTENIMIENTO DE INSTALACIONES DEPORTIVAS;
001131;34201;02;MEJORAR LA ATENCIÓN AL USUARIO DE LAS INSTALACIONES DEPORTIVAS;
001131;34201;03;REFORMA Y DOTACIÓN DE INSTALACIONES DEPORTIVAS DENTRO DE LOS PROGRAMAS  QUE AFECTAN A MÁS DE UN DISTRITO;
001131;34201;04;INNOVACIÓN TECNOLÓGICA EN CENTROS DEPORTIVOS;
001131;91211;01;PROYECTAR Y REPRESENTAR AL DEPORTE MADRILEÑO;
001132;43220;01;ACTUACIONES EN MATERIA DE TURISMO;
001132;91222;01;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS DERIVADAS DEL EJERCICIO DE SUS FUNCIONES POR LA DELEGADA DEL ÁREA DELEGADA DE TURISMO;
001132;91222;02;DIETAS Y GASTOS DE VIAJE;
001140;22101;01;OPTIMIZAR EL PROCESO DE MODERNIZACIÓN Y MEJORAR LA COMUNICACIÓN INTERNA EN EL ÁMBITO DE LA ACCIÓN SOCIAL;
001140;22101;02;MEJORA DE LA GESTIÓN Y TRAMITACIÓN DE LAS LÍNEAS DE ACCIÓN SOCIAL Y OTROS BENEFICIOS;
001140;22101;03;PROMOVER EL USO NO SEXISTA DEL LENGUAJE;
001140;22102;01;AGILIZACIÓN DEL PROCEDIMIENTO PARA EL RECONOCIMIENTO DEL PREMIO POR AÑOS DE SERVICIO Y PREMIO ESPECIAL DE ANTIGÜEDAD;
001140;24101;01;APORTACIÓN A LA AGENCIA PARA EL EMPLEO DE MADRID;
001140;32301;01;MANTENER Y MEJORAR LA CALIDAD DEL SERVICIO DE CONSERVACIÓN, MANTENIMIENTO Y VIGILANCIA DE LOS EDIFICIOS DESTINADOS A CENTROS EDUCATIVOS PÚBLICOS DE INFANTIL (2º CICLO), PRIMARIA Y ESPECIAL;
001140;32301;02;MEJORAR LA CALIDAD DEL SERVICIO MEDIANTE UN PLAN DE FORMACIÓN ESPECÍFICO DIRIGIDO AL PERSONAL DESTINADO EN CENTROS DOCENTES;
001140;32301;03;MEJORAR LA GESTIÓN DEL RETÉN PARA UNA ÓPTIMA COBERTURA DE LAS AUSENCIAS Y CONTROL DEL ABSENTISMO DE LOS EMPLEADOS PÚBLICOS EN COLEGIOS;
001140;43100;01;FORTALECER LA ACTIVIDAD COMERCIAL Y LA SOSTENIBILIDAD DE LOS MERCADOS MUNICIPALES;
001140;43100;02;APOYAR LA DINAMIZACIÓN, PROMOCIÓN DIGITALIZACIÓN Y CONSOLIDACIÓN DEL COMERCIO DE PROXIMIDAD, DE ZONAS COMERCIALES Y PROMOVER LA MEJORA DEL COMERCIO AMBULANTE. POTENCIAR LA FORMACIÓN Y TRANSFERENCIA DE CONOCIMIENTO.;
001140;43100;03;INCENTIVAR PROMOCIONAR LA MODA ARTESANÍA GASTRONOMÍA Y TURISMO DE COMPRAS;
001140;43100;04;IMPULSO DE LA IGUALDAD DE GÉNERO EN LOS SECTORES COMERCIAL Y HOSTELERO Y SU TEJIDO ASOCIATIVO;
001140;43100;05;FOMENTO DE LA IGUALDAD DE GÉNERO EN LA CONTRATACIÓN ADMINISTRATIVA MUNICIPAL;
001140;43301;01;IMPULSAR EL DESARROLLO DEL TEJIDO EMPRESARIAL DE LA CIUDAD DE MADRID;
001140;43301;02;FOMENTAR LA ACTIVIDAD  ECONÓMICA MEDIANTE EL APOYO A LA INDUSTRIA DE MADRID;
001140;43301;03;PROMOVER EL DESARROLLO DE LA ECONOMÍA SOCIAL;
001140;43304;01;Promoción económica internacional;
001140;43304;02;Atracción de proyectos de inversión y talento a la ciudad de Madrid;
001140;43304;03;Fidelización de la inversión exterior en la economía de Madrid;
001140;43304;04;Fomento de la presencia del tejido empresarial madrileño en mercados exteriores;
001140;43307;01;Definición e impulso de sectores productivos estratégicos y fomento de la innovación empresarial;
001140;43307;02;Seguimiento, análisis y divulgación de la economía madrileña;
001140;49300;01;FOMENTAR LA INFORMACIÓN, DIVULGACIÓN Y FORMACIÓN EN MATERIA DE CONSUMO A LOS CONSUMIDORES, AL SECTOR EMPRESARIAL Y COMERCIAL Y AL PERSONAL MUNICIPAL.;
001140;49300;02;IMPULSAR EL CONSUMO RESPONSABLE Y EL COMERCIO JUSTO EN LA CIUDAD DE MADRID Y LLEVAR A CABO ACCIONES DE COLABORACIÓN CON LAS ASOCIACIONES DE CONSUMIDORES PARA LA REALIZACIÓN DE PROGRAMAS DE ORIENTACIÓN, ASESORAMIENTO E INFORMACIÓN A LAS PERSONAS CONSUMIDORAS;
001140;49300;03;EFECTUAR LABORES DE INSPECCIÓN Y CONTROL DE LOS ESTABLECIMIENTOS COMERCIALES PARA FOMENTAR UN COMERCIO DE CALIDAD Y GARANTIZAR LA SEGURIDAD DE BIENES Y SERVICIOS, ASÍ COMO GESTIONAR LAS DENUNCIAS PRESENTADAS EN MATERIA DE CONSUMO;
001140;49300;04;IMPULSAR LA IGUALDAD DE GÉNERO EN LAS ACTIVIDADES DE INFORMACIÓN, DIVULGACIÓN Y FORMACIÓN EN MATERIA DE CONSUMO, ASÍ COMO EN LA CONTRATACION ADMINISTRATIVA MUNICIPAL.;
001140;91209;01;DIRIGIR E IMPULSAR LAS POLÍTICAS MUNICIPALES EN MATERIA DE ECONOMÍA, INNOVACIÓN, HACIENDA Y PERSONAL DEL AYUNTAMIENTO DE MADRID.;
001140;92003;01;MEJORAR LA EFICIENCIA EN LA CONTRATACIÓN DEL AYUNTAMIENTO DE MADRID Y SUS ORGANISMOS AUTÓNOMOS POTENCIANDO LA CONTRATACIÓN ELECTRÓNICA MEDIANTE EL DESARROLLO E INCORPORACIÓN DE HERRAMIENTAS, REDUCIENDO LOS COSTES DE GESTIÓN;
001140;92003;02;MEJORAR LA INTEGRIDAD Y LA TRANSPARENCIA EN LA CONTRATACIÓN MEDIANTE LA ADOPCIÓN DE DIVERSAS MEDIDAS DE GESTIÓN Y DE DIFUSIÓN DE INFORMACIÓN A TRAVÉS DE PERFIL DE CONTRATANTE, PORTAL DE TRANSPARENCIA Y PORTAL DE DATOS ABIERTOS O ESPACIO WEB DE CONTRATACIÓN Y REGISTRO PÚBLICO DE CONTRATOS;
001140;92003;03;IMPLEMENTAR LA CONTRATACIÓN RESPONSABLE MUNICIPAL EN LOS CONTRATOS DEL AYUNTAMIENTO DE MADRID, SUS ORGANISMOS AUTÓNOMOS Y SECTOR PÚBLICO MUNICIPAL A TRAVÉS DE CLÁUSULAS SOCIALES, ÉTICAS, AMBIENTALES Y DE INNOVACIÓN;
001140;92003;04;REVISIÓN Y OPTIMIZACIÓN DE LA CONTRATACIÓN DE LOS BIENES Y SERVICIOS CON CENTRALES DE CONTRATACIÓN EXTERNA;
001140;92003;05;MANTENER, RACIONALIZAR Y DIRIGIR EL PARQUE AUTOMOVILÍSTICO, HACIA UNA FLOTA DE ACUERDO AL PLAN A DE CAMBIO CLIMÁTICO.;
001140;92003;06;GESTIÓN SOSTENIBLE DE LOS SUMINISTROS ENERGÉTICOS DECLARADOS DE GESTIÓN CENTRALIZADA (ENERGÍA ELÉCTRICA, GAS NATURAL, AGUA Y COMBUSTIBLES);
001140;92003;07;GESTIONAR LOS BIENES DEPOSITADOS EN EL ALMACÉN DE VILLA PRESTANDO UNA ATENCIÓN PERSONALIZADA A LOS TITULARES DE LOS DEPÓSITOS, CONSERVARLOS ADECUADAMENTE Y CONSEGUIR EL MÁXIMO APROVECHAMIENTO DE LOS OBJETOS MUNICIPALES, MEDIANTE SU ENTREGA A DEPENDENCIAS MUNICIPALES, ENAJENACIÓN, CESIÓN GRATUITA A ENTIDADES Y ORGANIZACIONES SIN ÁNIMO DE LUCRO O RECICLAJE.;
001140;92003;08;PRESTAR UNA ATENCIÓN PERSONALIZADA A USUARIOS/AS DE LA OFICINA DE OBJETOS PERDIDOS Y GESTIONAR LOS OBJETOS ENTREGADOS EN LA MISMA PRESTANDO UN SERVICIO ÁGIL Y DE CALIDAD QUE FACILITE A LA CIUDADANÍA LA RECUPERACIÓN DE SUS OBJETOS PERDIDOS;
001140;92003;09;EDITAR Y PUBLICAR EL BOLETÍN OFICIAL DEL AYUNTAMIENTO DE MADRID, FORMAR A LOS USUARIOS DE LA APLICACIÓN DEL BOAM, ATENDER CONSULTAS DE BOLETINES, REALIZAR TRABAJOS DE REPROGRAFÍA PARA DEPENDENCIAS MUNICIPALES Y ASIGNAR Y CONTROLAR LOS NÚMEROS DE ISBN PARA LAS PUBLICACIONES MUNICIPALES;
001140;92003;10;ASEGURAR LA VIABILIDAD ECONÓMICO-FINANCIERA DE LA ACTIVIDAD CONTRACTUAL Y PATRIMONIAL MUNICIPAL MEDIANTE EL ANÁLISIS E INFORME DE LOS CONTRATOS DE CONCESIÓN, LOS CONTRATOS DE SERVICIOS QUE CONLLEVAN PRESTACIONES DIRECTAS A LA CIUDADANÍA, LA UTILIDAD ECONÓMICA DE LAS CONCESIONES DEMANIALES Y LAS INVERSIONES PARA LA PRESTACIÓN INDIRECTA DE SERVICIOS PÚBLICOS.;
001140;92003;11;MEJORAR LA EFICIENCIA EN LA PRESTACIÓN DE SERVICIOS PÚBLICOS MEDIANTE LA EVALUACIÓN DE SU GESTIÓN Y EL ASESORAMIENTO Y FORMACIÓN EN LA GESTIÓN ECONÓMICO-FINANCIERA DE LOS MISMOS;
001140;92003;12;MEJORAR LA EFICIENCIA EN LA ACTIVIDAD DE FOMENTO MUNICIPAL MEDIANTE EL IMPULSO Y MEJORA DE LA PLANIFICACIÓN ESTRATÉGICA DE SUBVENCIONES Y EL DISEÑO DE SU OTORGAMIENTO;
001140;92003;13;REVISIÓN Y OPTIMIZACIÓN DE LA CONTRATACIÓN CENTRALIZADA MUNICIPAL;
001140;92004;01;FORMACIÓN DE CALIDAD ADAPTADA A LAS NECESIDADES DE LA PERSONA, DEL  PUESTO DE TRABAJO Y DE LA ORGANIZACIÓN EN UN ENTORNO VUCA;
001140;92004;02;PROMOCIÓN DEL TALENTO INTERNO;
001140;92004;03;FORMACIÓN PARA LA TRANSFORMACIÓN DIGITAL;
001140;92004;04;INNOVACIÓN DOCENTE;
001140;92004;05;REDES DE COLABORACIÓN INSTITUCIONAL CON UNIVERSIDADES, FUNDACIONES Y DEMÁS INSTITUCIONES PÚBLICAS Y PRIVADAS.;
001140;92005;01;DESARROLLAR UNA POLÍTICA DE PERSONAL PARTICIPADA, MANTENIENDO UN DIÁLOGO ABIERTO Y PERMANENTE CON LOS REPRESENTANTES DE LOS TRABAJADORES Y VELANDO POR EL CORRECTO CUMPLIMIENTO DE LOS ACUERDOS ADOPTADOS SOBRE CONDICIONES DE TRABAJO DE LOS EMPLEADOS MUNICIPALES.;
001140;92005;02;DESARROLLAR, GESTIONAR Y REALIZAR EL SEGUIMIENTO DE DERECHOS SINDICALES Y DE LAS CONDICIONES LABORALES DE LOS EMPLEADOS PÚBLICOS.;
001140;92005;03;PROMOVER EL USO NO SEXISTA DEL LENGUAJE.;
001140;92005;04;REALIZAR UNA GESTIÓN INTERNA ADECUADA Y EFICIENTE DE LAS EJECUCIONES DE RESOLUCIONES JUDICIALES FIRMES ADOPTADAS EN EL ÁMBITO DE LOS RECURSOS HUMANOS POR LA JURISDICCIÓN SOCIAL Y CONTENCIOSO-ADMINISTRATIVA.;
001140;92005;05;POTENCIAR LA COLABORACIÓN Y ASISTENCIA A LOS LETRADOS MUNICIPALES EN RELACIÓN CON LOS RECURSOS INTERPUESTOS POR EL PERSONAL LABORAL ANTE LOS JUZGADOS Y TRIBUNALES DEL ORDEN JURISDICCIONAL SOCIAL Y PERSONAL FUNCIONARIO ANTE LA JURISDICCIÓN CONTENCIOSO-ADMINISTRATIVA.;
001140;92005;06;POTENCIAR EL RENDIMIENTO DE LOS EMPLEADOS MUNICIPALES Y PROMOVER EL CUMPLIMIENTO DE SUS OBLIGACIONES MEDIANTE LA MEJORA Y AGILIZACIÓN DE LOS PROCEDIMIENTOS DE SEGUIMIENTO DE ACTIVIDADES AJENAS AL EMPLEO PÚBLICO Y DE CORRECCIÓN DE LOS COMPORTAMIENTOS CONTRARIOS A LOS DEBERES PROPIOS DE SU RELACIÓN DE SERVICIO CON EL AYUNTAMIENTO DE MADRID.;
001140;92005;07;COORDINACIÓN EN MATERIA DE PREVENCIÓN DE RIESGOS LABORALES.;
001140;92005;08;FACILITAR LA PARTICIPACIÓN Y VINCULACIÓN ENTRE EL PERSONAL JUBILADO DEL AYUNTAMIENTO DE MADRID Y SUS ORGANISMOS AUTÓNOMOS.;
001140;92007;01;ADAPTAR LA GESTIÓN DE LA NÓMINA AL NUEVO MODELO DE CONTROL INTERNO DE LA INTERVENCIÓN GENERAL;
001140;92007;02;OPTIMIZAR LA GESTIÓN DE LA AFILIACIÓN Y COTIZACIÓN DE LOS EMPLEADOS MUNICIPALES AL RÉGIMEN GENERAL DE LA SEGURIDAD SOCIAL;
001140;92007;03;MEJORAR LA EFICIENCIA Y RACIONALIZAR LA GESTIÓN DEL GASTO DE PERSONAL ASÍ COMO MEJORAR SU SEGUIMIENTO Y EVALUACIÓN;
001140;92007;04;RACIONALIZACIÓN DE LAS RELACIONES DE PUESTOS DE TRABAJO (RPT) Y PLANTILLA PRESUPUESTARIA (PP);
001140;92007;05;COORDINAR Y ASESORAR LA GESTIÓN DEL PERSONAL DE LAS EMPRESAS PÚBLICAS;
001140;92007;06;OPTIMIZAR LA MOVILIDAD DEL PERSONAL FUNCIONARIO;
001140;92007;07;GESTION DE PERSONAL LABORAL Y DE LAS INSTALACIONES DEPORTIVAS;
001140;92008;01;ADECUAR EL NÚMERO DE EFECTIVOS Y CUALIFICACIÓN DEL PERSONAL DE LOS ÓRGANOS Y UNIDADES DEL AYUNTAMIENTO DE MADRID, ASÍ COMO SU ORGANIZACIÓN, A LOS PLANES Y OBJETIVOS DEL GOBIERNO;
001140;92008;02;AGILIZACIÓN Y SIMPLIFICACIÓN DE LOS PROCESOS RELACIONADOS CON LAS SITUACIONES ADMINISTRATIVAS, LAS LICENCIAS NO RETRIBUIDAS, LOS DERECHOS EN MATERIA DE CONCILIACIÓN DE LA VIDA PERSONAL Y FAMILIAR DE LOS EMPLEADOS PÚBLICOS MUNICIPALES Y EL REINGRESO A SERVICIO ACTIVO DEL PERSONAL AL SERVICIO DEL AYUNTAMIENTO Y SUS ORGANISMOS PÚBLICOS;
001140;92008;03;AGILIZAR LA TRAMITACIÓN DE LOS PROCESOS DE RECONOCIMIENTO DE GRADO PERSONAL CONSOLIDADO, TANTO DE OFICIO COMO A SOLICITUD DE INTERESADO;
001140;92008;04;IMPLEMENTACIÓN y DESARROLLO DEL REGISTRO Y EL ARCHIVO DIGITAL DEL PERSONAL MUNICIPAL Y MEJORAR LA ELABORACION DE INFORMES Y CERTIFICACIONES;
001140;92008;05;TRAMITACIÓN DEL RECONOCIMIENTO DE SERVICIOS Y JUBILACIONES DEL PERSONAL;
001140;92008;06;OPTIMIZAR LA COBERTURA DE PUESTOS VACANTES, EN CASO DE EXTRAORDINARIA Y URGENTE NECESIDAD, POR FUNCIONARIOS INTERINOS, ASÍ COMO TRAMITAR EL NOMBRAMIENTO Y CESE DEL PERSONAL EVENTUAL;
001140;92008;07;POTENCIACIÓN DEL EMPLEO PÚBLICO: MEJORAS EN LA SELECCIÓN MADRID TALENTO;
001140;92008;08;DIGNIFICACIÓN DEL EMPLEADO PÚBLICO;
001140;92008;09;MEJORA DE LAS ACTUACIONES ADMINISTRATIVAS DERIVADAS DE LOS PROCESOS DE SELECCIÓN;
001140;92310;01;MANTENIMIENTO, GESTIÓN Y ACTUALIZACIÓN DEL PADRÓN MUNICIPAL DE HABITANTES;
001140;92310;02;SIMPLIFICACIÓN ADMINISTRATIVA DE LA GESTIÓN PADRONAL CON LA FINALIDAD DE MEJORAR LA GESTIÓN DEL PADRÓN, SIMPLIFICANDO LOS TRÁMITES ADMINISTRATIVOS Y ACRECENTANDO LA EFICACIA DE LA GESTIÓN DE INFORMES Y CERTIFICADOS HISTÓRICOS;
001140;92310;03;ELABORACIÓN Y DIFUSIÓN DE INFORMACIÓN ESTADÍSTICA DE UTILIDAD PARA LAS UNIDADES MUNICIPALES Y PARA CUALQUIER OTRO USUARIO QUE LO PRECISE;
001140;92310;04;ORGANIZACIÓN DE PROCESOS ELECTORALES;
001140;92402;01;Gestionar, desarrollar y ampliar el modelo de participación empresarial en el Ayuntamiento de Madrid comprometido con la perspectiva de género y la activación económica de la ciudad.;
001140;92402;02;Mejorar la posición estratégica de la industria audiovisual como generadora de actividad económica, creación de empleo, valor añadido y talento en la ciudad de Madrid.;
001140;92402;03;Impulsar la construcción de una marca Madrid fuerte y diferenciada que posicione Madrid entre las grandes ciudades globales y refuerce el orgullo de pertenencia.;
001140;93100;01;MEJORAR LA PROVISIÓN DE LOS SERVICIOS Y MEDIOS MATERIALES PARA LAS UNIDADES ADMINISTRATIVAS DEL ÁREA DE GOBIERNO DE ECONOMÍA, INNOVACIÓN Y HACIENDA, MEDIANTE LA GESTIÓN DE LOS CORRESPONDIENTES EXPEDIENTES DE GASTO Y DE CONTRATACIÓN Y LA GESTIÓN DE LOS SERVICIOS INTERNOS.;
001140;93100;02;LOGRAR UNA ADECUADA DISTRIBUCIÓN DE LOS RECURSOS ECONÓMICOS DEL ÁREA DE GOBIERNO ENTRE LOS DISTINTOS CENTROS DIRECTIVOS DEPENDIENTES DE ÉSTA, MEDIANTE LA PLANIFICACIÓN DEL PRESUPUESTO Y EL SEGUIMIENTO DE SU EJECUCIÓN.;
001140;93100;03;ATENDER LAS NECESIDADES DE LAS UNIDADES ADMINISTRATIVAS RELACIONADAS CON LA ORGANIZACIÓN DE SUS ESTRUCTURAS, LA GESTIÓN DE SUS RECURSOS HUMANOS, LA PLANIFICACIÓN Y PROVISIÓN DE PUESTOS DE TRABAJO, LA PROMOCIÓN Y FORMACIÓN DE LOS TRABAJADORES, SIN PERJUICIO DE LAS COMPETENCIAS ATRIBUIDAS A LOS CENTROS DIRECTIVOS DEPENDIENTES DE LA COORDINACIÓN GENERAL DE PRESUPUESTOS Y RECURSOS HUMANOS.;
001140;93100;04;FACILITAR AL PERSONAL DEL ÁREA DE GOBIERNO DE ECONOMÍA, INNOVACIÓN Y HACIENDA, LA TRAMITACIÓN DE LOS EXPEDIENTES ADMINISTRATIVOS, A TRAVÉS DEL REGISTRO DE ENTRADA Y SALIDA DE DOCUMENTOS Y DE LA TRAMITACIÓN DE FIRMA ELECTRÓNICA;
001140;93100;05;GARANTIZAR EL MANTENIMIENTO DE LAS MEDIDAS DE SEGURIDAD Y SALUD EN EL TRABAJO EN LOS EDIFICIOS ADSCRITOS AL ÁREA DE GOBIERNO DE ECONOMÍA, INNOVACIÓN Y HACIENDA.;
001140;93100;06;PROPORCIONAR EL ASESORAMIENTO JURÍDICO Y TRAMITAR LAS PROPUESTAS DEL ÁREA DE GOBIERNO QUE SE ELEVAN A LA JUNTA DE GOBIERNO DE LA CIUDAD DE MADRID Y AL PLENO DEL AYUNTAMIENTO, ASÍ COMO GESTIONAR LAS RELACIONES CON LOS JUZGADOS Y TRIBUNALES DE JUSTICIA EN RELACIÓN CON LOS EXPEDIENTES TRAMITADOS POR EL ÁREA DE GOBIERNO.;
001140;93101;01;FACILITAR A TRAVÉS DEL PRESUPUESTO LA REALIZACIÓN DE LOS OBJETIVOS Y DIRECTRICES DE LA POLÍTICA ECONÓMICA MUNICIPAL Y SU ADECUACIÓN A LA NORMATIVA.;
001140;93101;02;PREPARAR Y ELABORAR EL PRESUPUESTO GENERAL DEL AYUNTAMIENTO.;
